# Timestamp Wed May  7 14:21:16 2025
# At the Calibration unit focal plane for flat field calibration mode
# Source is Thorlabs SLS201L QTH
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
4.470000000000000000e+02,3.054319023901742302e-11,9.344674556585450375e-14,2.680026567372682968e-11,6.864155875736947358e+07,2.100085232173804252e+05,6.022985799977824837e+07
4.480000000000000000e+02,3.101440603722206313e-11,9.488842806387952552e-14,2.721373618819224611e-11,6.985648016428096592e+07,2.137255694953143829e+05,6.129589649225805700e+07
4.490000000000000000e+02,3.155852755521204265e-11,9.655316526554756404e-14,2.769117816877142299e-11,7.124071831216797233e+07,2.179606395386166987e+05,6.251050275403907150e+07
4.500000000000000000e+02,3.228285659872376218e-11,9.876924653621104899e-14,2.832674408868349236e-11,7.303813710118499398e+07,2.234598337923327344e+05,6.408765630923867971e+07
4.510000000000000000e+02,3.280391735500799732e-11,1.003634294468961231e-13,2.878395129563502879e-11,7.438193427405032516e+07,2.275711748645055632e+05,6.526677744761890173e+07
4.520000000000000000e+02,3.345870298188207009e-11,1.023667429644381090e-13,2.935849601811610226e-11,7.603486047164754570e+07,2.326282947205934324e+05,6.671714530009291321e+07
4.530000000000000000e+02,3.404741105170312411e-11,1.041678925098073682e-13,2.987506067793071759e-11,7.754387735757425427e+07,2.372451247206774715e+05,6.804123925139576197e+07
4.540000000000000000e+02,3.443812281880532587e-11,1.053632733067794006e-13,3.021789255234355783e-11,7.860687662009863555e+07,2.404973659189434547e+05,6.897397294501748681e+07
4.550000000000000000e+02,3.533445442530758607e-11,1.081055956025182370e-13,3.100438292869370281e-11,8.083045129972323775e+07,2.473003820972639369e+05,7.092505898720781505e+07
4.560000000000000000e+02,3.546600494123806085e-11,1.085080737816152079e-13,3.111981254651892178e-11,8.130969458624714613e+07,2.487666246577000711e+05,7.134557325898759067e+07
4.570000000000000000e+02,3.646452196501685386e-11,1.115630318764979845e-13,3.199596599701295099e-11,8.378223498246710002e+07,2.563313502642513486e+05,7.351511543808406591e+07
4.580000000000000000e+02,3.666504297895480215e-11,1.121765249668867453e-13,3.217191410212729561e-11,8.442729856390801072e+07,2.583049192299353308e+05,7.408112950615537167e+07
4.590000000000000000e+02,3.763270132449464893e-11,1.151370710821653342e-13,3.302099046052085942e-11,8.684469536421842873e+07,2.657009332665354013e+05,7.620228567812506855e+07
