# Timestamp Tue Jun  3 17:22:37 2025
# At the Calibration unit focal plane for flat field calibration mode
# Source is LDLS 600um Core
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
3.700000000000000000e+02,9.539590264933729162e-09,2.918633113678444065e-11,8.370558265787325931e-09,1.774584413285811996e+10,5.429332589547634125e+07,1.557117425008200645e+10
3.710000000000000000e+02,9.582417363633952402e-09,2.931736044198292194e-11,8.408137104612573115e-09,1.787368950180088806e+10,5.468446819495055079e+07,1.568335276928740501e+10
3.720000000000000000e+02,9.640992538117221494e-09,2.949657091029285021e-11,8.459534166469954015e-09,1.803141892498545456e+10,5.516704061653566360e+07,1.582175319219116974e+10
3.730000000000000000e+02,9.700596410882838820e-09,2.967892867611500461e-11,8.511833864464858928e-09,1.819166647189189911e+10,5.565731722569581121e+07,1.596236315457713699e+10
3.740000000000000000e+02,9.738664840177430660e-09,2.979539885485354181e-11,8.545237186478459950e-09,1.831201935759859085e+10,5.602553630827162415e+07,1.606796735919026756e+10
3.750000000000000000e+02,9.802314861427244699e-09,2.999013579275842681e-11,8.601087196457254980e-09,1.848098578700460815e+10,5.654248829705585539e+07,1.621622774596013451e+10
3.760000000000000000e+02,9.840679829899320793e-09,3.010751323170297556e-11,8.634750718164372575e-09,1.860279344415357208e+10,5.691515824595435709e+07,1.632310844660535431e+10
3.770000000000000000e+02,9.898686992285211656e-09,3.028498586969699136e-11,8.685649375140125527e-09,1.876221717491968155e+10,5.740291439354331791e+07,1.646299554765121841e+10
3.780000000000000000e+02,9.923483294360723429e-09,3.036085003820367771e-11,8.707407006813478948e-09,1.885910852321947861e+10,5.769935301378075778e+07,1.654801331611611748e+10
3.790000000000000000e+02,9.963466336603464425e-09,3.048317796616954102e-11,8.742490314947428874e-09,1.898518723767075729e+10,5.808509024222351611e+07,1.665864167604362106e+10
3.800000000000000000e+02,1.000564352941121326e-08,3.061221888737471279e-11,8.779498890796052923e-09,1.911585993552670288e+10,5.848488274108793586e+07,1.677330104827803040e+10
3.810000000000000000e+02,1.004756922933006927e-08,3.074049036728000556e-11,8.816286793028576160e-09,1.924647499434267044e+10,5.888449889358312637e+07,1.688790984486620331e+10
3.820000000000000000e+02,1.009378205268752149e-08,3.088187828099725361e-11,8.856836451850088182e-09,1.938574531989257812e+10,5.931059579356939346e+07,1.701011324588604355e+10
3.830000000000000000e+02,1.013770325169794046e-08,3.101625498090173383e-11,8.895375314129254123e-09,1.952106759879493332e+10,5.972461366357650608e+07,1.712885241483913994e+10
3.840000000000000000e+02,1.020295191067145377e-08,3.121588294333448790e-11,8.952628056284220700e-09,1.969800670536872101e+10,6.026595802031395584e+07,1.728410846462112427e+10
3.850000000000000000e+02,1.023191318277913928e-08,3.130448981788596313e-11,8.978040260466597351e-09,1.980536236988420868e+10,6.059441216634538770e+07,1.737830819647883606e+10
3.860000000000000000e+02,1.028807541681514265e-08,3.147631790635027982e-11,9.027320076399909953e-09,1.996579744037529373e+10,6.108526250302267820e+07,1.751908270231455994e+10
3.870000000000000000e+02,1.032234575610018562e-08,3.158116784673188330e-11,9.057390746502818632e-09,2.008420214987818909e+10,6.144752114974982291e+07,1.762297747057109451e+10
3.880000000000000000e+02,1.036681467949068532e-08,3.171722030677749405e-11,9.096410212110821746e-09,2.022284613193758774e+10,6.187170175479974598e+07,1.774463128355454636e+10
3.890000000000000000e+02,1.040140638481770748e-08,3.182305346503919989e-11,9.126762866356059910e-09,2.034261982752181244e+10,6.223814880794494599e+07,1.784972727507545471e+10
3.900000000000000000e+02,1.042731462082911823e-08,3.190231959014507589e-11,9.149496169681933743e-09,2.044571494280219269e+10,6.255356782381387800e+07,1.794018856800379181e+10
3.910000000000000000e+02,1.046852923164748996e-08,3.202841549632255329e-11,9.185660123444713442e-09,2.057916002802498627e+10,6.296184242866828293e+07,1.805728058454944229e+10
3.920000000000000000e+02,1.052051043224369861e-08,3.218745173282270756e-11,9.231271271956569369e-09,2.073423876037974167e+10,6.343630507424084097e+07,1.819335514633974838e+10
3.930000000000000000e+02,1.057612960989474590e-08,3.235761834285481575e-11,9.280074580515282567e-09,2.089702833930937958e+10,6.393435901831043512e+07,1.833619562665916061e+10
3.940000000000000000e+02,1.061119787293580518e-08,3.246490952718068051e-11,9.310845392564114623e-09,2.101966798359329987e+10,6.430957442789939046e+07,1.844380635832207870e+10
3.950000000000000000e+02,1.065155003121630625e-08,3.258836676391210167e-11,9.346252583298375637e-09,2.115315365676441193e+10,6.471797321138904989e+07,1.856093398895353699e+10
3.960000000000000000e+02,1.067674183881966291e-08,3.266544097970399314e-11,9.368357253154012019e-09,2.125686157955046082e+10,6.503526710891292989e+07,1.865193299270482254e+10
3.970000000000000000e+02,1.069694005808718240e-08,3.272723733568399431e-11,9.386080275479760621e-09,2.135085572177280807e+10,6.532284174090772122e+07,1.873440859409484863e+10
3.980000000000000000e+02,1.072411594693933612e-08,3.281038183863932057e-11,9.409925886742300619e-09,2.145901531866192245e+10,6.565375551422046870e+07,1.882931374018821716e+10
3.990000000000000000e+02,1.073985124331849521e-08,3.285852390322523643e-11,9.423732896426495154e-09,2.154449796925128174e+10,6.591528927796314657e+07,1.890432089328392029e+10
4.000000000000000000e+02,1.074407804102382578e-08,3.287145577074258838e-11,9.427441719917606687e-09,2.160699455208411789e+10,6.610649727650597692e+07,1.895915881330841446e+10
4.010000000000000000e+02,1.077209093435181290e-08,3.295716108491896699e-11,9.452021764687152954e-09,2.171748851018138504e+10,6.644455301685523987e+07,1.905611225560356140e+10
4.020000000000000000e+02,1.080848371401773708e-08,3.306850462157190560e-11,9.483954780067001531e-09,2.184520086996043396e+10,6.683528837542437017e+07,1.916817406529378891e+10
4.030000000000000000e+02,1.084378418800662067e-08,3.317650625419047095e-11,9.514929346702218814e-09,2.197106600184348679e+10,6.722037214901338518e+07,1.927861501619404221e+10
4.040000000000000000e+02,1.086584150778850295e-08,3.324399051937012019e-11,9.534283645502663478e-09,2.207038697409027481e+10,6.752424419218467176e+07,1.936576466959817123e+10
4.050000000000000000e+02,1.090500571257211055e-08,3.336381321801630314e-11,9.568648460863702915e-09,2.220476276315588379e+10,6.793536628102868795e+07,1.948367333660030365e+10
4.060000000000000000e+02,1.094265254417434731e-08,3.347899352061615290e-11,9.601681850002768622e-09,2.233643505749012375e+10,6.833821704057395458e+07,1.959920980945763779e+10
4.070000000000000000e+02,1.098226514091382429e-08,3.360018807232306111e-11,9.636440108990659888e-09,2.247250835772713470e+10,6.875453265678977966e+07,1.971860796560683060e+10
4.080000000000000000e+02,1.100943246175225050e-08,3.368330636148105778e-11,9.660278202209327768e-09,2.258345120359436035e+10,6.909396176714062691e+07,1.981595528658323669e+10
4.090000000000000000e+02,1.104773289045040492e-08,3.380048634129363346e-11,9.693885093188808308e-09,2.271756034285679245e+10,6.950426804217745364e+07,1.993362998046366501e+10
4.100000000000000000e+02,1.106345276428967488e-08,3.384858122069195517e-11,9.707678570292968101e-09,2.280550846334222031e+10,6.977334489936503768e+07,2.001080047169491196e+10
4.110000000000000000e+02,1.108108169468244263e-08,3.390251684955454811e-11,9.723147158032904984e-09,2.289755945960022354e+10,7.005497448550488055e+07,2.009157105053556824e+10
4.120000000000000000e+02,1.111031656777298699e-08,3.399196080501445101e-11,9.748799434682231275e-09,2.301382818462781143e+10,7.041069809786805511e+07,2.019359158918592453e+10
4.130000000000000000e+02,1.113181916418236343e-08,3.405774789666885840e-11,9.767666988855077881e-09,2.311433541884020233e+10,7.071819950389260054e+07,2.028178213372120285e+10
4.140000000000000000e+02,1.115129410906048596e-08,3.411733139808745986e-11,9.784755370672118867e-09,2.321083841704897690e+10,7.101344996886983514e+07,2.036645914257545471e+10
4.150000000000000000e+02,1.118952569904033711e-08,3.423430076616811474e-11,9.818301858795029368e-09,2.334667252439286423e+10,7.142903377556444705e+07,2.048564741779757690e+10
4.160000000000000000e+02,1.124173346544849717e-08,3.439403017969456129e-11,9.864111808542294935e-09,2.351212228067660141e+10,7.193522651962262392e+07,2.063082208322571945e+10
4.170000000000000000e+02,1.127958187071322521e-08,3.450982719595804917e-11,9.897322069437890882e-09,2.364799215730223846e+10,7.235091976226499677e+07,2.075004174437205124e+10
4.180000000000000000e+02,1.132033838138905011e-08,3.463452154692374298e-11,9.933084061079839293e-09,2.379035416501067352e+10,7.278647564914089441e+07,2.087495795641716003e+10
4.190000000000000000e+02,1.135778476949101715e-08,3.474908859358589947e-11,9.965941570128523790e-09,2.392615293321637344e+10,7.320195133590997756e+07,2.099411522314656830e+10
4.200000000000000000e+02,1.139681088866424941e-08,3.486848881996254834e-11,1.000018522162243638e-08,2.406566401829555130e+10,7.362878483853328228e+07,2.111652987974571991e+10
4.210000000000000000e+02,1.140750818849471744e-08,3.490121715802012690e-11,1.000957161758188015e-08,2.414560556740209579e+10,7.387336562858961523e+07,2.118667496733017731e+10
4.220000000000000000e+02,1.141926593210473901e-08,3.493718991878794797e-11,1.001988850491441626e-08,2.422790459199699020e+10,7.412515910371300578e+07,2.125888863285009766e+10
4.230000000000000000e+02,1.143209153094903420e-08,3.497642977757655422e-11,1.003114238683578255e-08,2.431259284862464523e+10,7.438426242290036380e+07,2.133319874123447037e+10
4.240000000000000000e+02,1.145047659153290780e-08,3.503267878316993389e-11,1.004727444456189251e-08,2.440926131126170731e+10,7.468001912551057339e+07,2.141802093762817001e+10
4.250000000000000000e+02,1.144705395924567699e-08,3.502220725593235689e-11,1.004427123979240273e-08,2.445951700693521118e+10,7.483377618788966537e+07,2.146211803374445343e+10
4.260000000000000000e+02,1.146265686737777802e-08,3.506994427930476014e-11,1.005796208478765980e-08,2.455048680494185257e+10,7.511209785311126709e+07,2.154193991010328674e+10
4.270000000000000000e+02,1.146089297517709712e-08,3.506454765948893083e-11,1.005641434929480181e-08,2.460433031875626755e+10,7.527683182806323469e+07,2.158918515409191132e+10
4.280000000000000000e+02,1.146874800645314936e-08,3.508858009039483323e-11,1.006330678336688916e-08,2.467885443319230270e+10,7.550483800245848298e+07,2.165457668819019318e+10
4.290000000000000000e+02,1.148219952928876704e-08,3.512973496066400239e-11,1.007510988523311828e-08,2.476552839650518799e+10,7.577001658182433248e+07,2.173062916422829819e+10
4.300000000000000000e+02,1.150940779975509828e-08,3.521297853501421041e-11,1.009898390989504696e-08,2.488207819957110596e+10,7.612660015111167729e+07,2.183289633612302780e+10
4.310000000000000000e+02,1.152960731393791249e-08,3.527477885278140997e-11,1.011670806845030089e-08,2.498371418957888794e+10,7.643755498013468087e+07,2.192207731273041534e+10
4.320000000000000000e+02,1.155591439648415340e-08,3.535526524696750412e-11,1.013979134154072229e-08,2.509881859869861603e+10,7.678971637350408733e+07,2.202307621692102814e+10
4.330000000000000000e+02,1.158835245968476788e-08,3.545450934736552485e-11,1.016825427239092018e-08,2.522753451505030441e+10,7.718352210864391923e+07,2.213601860203755188e+10
4.340000000000000000e+02,1.161785982290185698e-08,3.554478698507424795e-11,1.019414564678110880e-08,2.535018181568329239e+10,7.755876094279651344e+07,2.224363605179991150e+10
4.350000000000000000e+02,1.163578686694116169e-08,3.559963469122344985e-11,1.020987581573982618e-08,2.544779933192260742e+10,7.785742127039821446e+07,2.232929099973265457e+10
4.360000000000000000e+02,1.164118453707624252e-08,3.561614883738218734e-11,1.021461202674159897e-08,2.551813201691926575e+10,7.807260378631792963e+07,2.239100474439083862e+10
4.370000000000000000e+02,1.166500391533963447e-08,3.568902411212256823e-11,1.023551245202940730e-08,2.562899301660844803e+10,7.841178248867551982e+07,2.248828024905405045e+10
4.380000000000000000e+02,1.167628239333203305e-08,3.572353056200806268e-11,1.024540880549563549e-08,2.571247706525606537e+10,7.866720153926362097e+07,2.256153371949265289e+10
4.390000000000000000e+02,1.169005311706542046e-08,3.576566202590889908e-11,1.025749199168824284e-08,2.580157525586586761e+10,7.893979703053800762e+07,2.263971334515404510e+10
4.400000000000000000e+02,1.172095626449305102e-08,3.586021005878480952e-11,1.028460810348709726e-08,2.592871169621389389e+10,7.932877036634147167e+07,2.275126981163561249e+10
4.410000000000000000e+02,1.174158538234521159e-08,3.592332474693930124e-11,1.030270921979898283e-08,2.603337935452106094e+10,7.964900057013691962e+07,2.284311093982580185e+10
4.420000000000000000e+02,1.179222540870841326e-08,3.607825766723932976e-11,1.034714354868335201e-08,2.620494535268536758e+10,8.017390592719852924e+07,2.299365233040745163e+10
4.430000000000000000e+02,1.183352767006107316e-08,3.620462173981044254e-11,1.038338441181895629e-08,2.635622301577202988e+10,8.063673921938677132e+07,2.312639162612266922e+10
4.440000000000000000e+02,1.187785774901883049e-08,3.634024940597309304e-11,1.042228204772758302e-08,2.651467491485350037e+10,8.112152205254930258e+07,2.326542598889415359e+10
4.450000000000000000e+02,1.193073695823710172e-08,3.650203309559012960e-11,1.046868115812096419e-08,2.669269957976626968e+10,8.166618766987235844e+07,2.342163456693730545e+10
4.460000000000000000e+02,1.199034856960019476e-08,3.668441453761452795e-11,1.052098764638455790e-08,2.688635224757007599e+10,8.225866708786366880e+07,2.359155600948976135e+10
4.470000000000000000e+02,1.204520262973775486e-08,3.685224027424568464e-11,1.056911959898887952e-08,2.706991239563990021e+10,8.282026848963208497e+07,2.375262172321784592e+10
4.480000000000000000e+02,1.209850972512994278e-08,3.701533307958090050e-11,1.061589416011446748e-08,2.725053975293220139e+10,8.337289703193686903e+07,2.391111404590890884e+10
4.490000000000000000e+02,1.216962897475781596e-08,3.723292208625645919e-11,1.067829807960118227e-08,2.747191256745228958e+10,8.405018610723556578e+07,2.410535866134204102e+10
4.500000000000000000e+02,1.222491820113815653e-08,3.740207921194192860e-11,1.072681187086831378e-08,2.765818597542569733e+10,8.462008871480076015e+07,2.426880513771112061e+10
4.510000000000000000e+02,1.224171071144620119e-08,3.745345581752529654e-11,1.074154653787796563e-08,2.775772514259546280e+10,8.492462832430322468e+07,2.435614624727482605e+10
4.520000000000000000e+02,1.224812115346376716e-08,3.747306853445146983e-11,1.074717141032293141e-08,2.783383992642344666e+10,8.515750114415317774e+07,2.442293352169917297e+10
4.530000000000000000e+02,1.223211781809570858e-08,3.742410640585124028e-11,1.073312920856950087e-08,2.785897119958449936e+10,8.523439015510615706e+07,2.444498507532420731e+10
4.540000000000000000e+02,1.222653317600304143e-08,3.740702021987571103e-11,1.072822893814572050e-08,2.790772278484354782e+10,8.538354539881134033e+07,2.448776238269561386e+10
4.550000000000000000e+02,1.222677776038669059e-08,3.740776852463659004e-11,1.072844354986146226e-08,2.796975304663622284e+10,8.557332669034513831e+07,2.454219112713406372e+10
4.560000000000000000e+02,1.226857744901972051e-08,3.753565447361100226e-11,1.076512088289962036e-08,2.812705538840117264e+10,8.605459245835404098e+07,2.468021680544106293e+10
4.570000000000000000e+02,1.231771218775178192e-08,3.768598197354826497e-11,1.080823439008480786e-08,2.830163132127986908e+10,8.658870669638793170e+07,2.483339927736932373e+10
4.580000000000000000e+02,1.237142955780568738e-08,3.785033001226367024e-11,1.085536894863853308e-08,2.848725358207645035e+10,8.715661712225623429e+07,2.499627440159099579e+10
4.590000000000000000e+02,1.242557562856671912e-08,3.801598965875774733e-11,1.090287967264045178e-08,2.867440529669243240e+10,8.772920690482558310e+07,2.516049155224720001e+10
4.600000000000000000e+02,1.249225522405597781e-08,3.821999556466861733e-11,1.096138799675932402e-08,2.889108799932504272e+10,8.839214660506570339e+07,2.535062080698486710e+10
4.610000000000000000e+02,1.254360099426951760e-08,3.837708770492901083e-11,1.100644158389859808e-08,2.907290124865886688e+10,8.894840337844282389e+07,2.551015369621545792e+10
4.620000000000000000e+02,1.258239249645249613e-08,3.849577012173756385e-11,1.104047936961289705e-08,2.922607005209177399e+10,8.941702260554428399e+07,2.564455238190628052e+10
4.630000000000000000e+02,1.264775083392701810e-08,3.869573364502358171e-11,1.109782834968350769e-08,2.944147127254001999e+10,9.007604161712378263e+07,2.583355719408478928e+10
4.640000000000000000e+02,1.271178092542225420e-08,3.889163340604036394e-11,1.115401185408355721e-08,2.965443111812934494e+10,9.072759125391016901e+07,2.602041981043122864e+10
4.650000000000000000e+02,1.277216669398153182e-08,3.907638337833202515e-11,1.120699763021356590e-08,2.985951489543194199e+10,9.135504409715633094e+07,2.620037153368179703e+10
4.660000000000000000e+02,1.283545345520999733e-08,3.927000892392577187e-11,1.126252889598114304e-08,3.007200256474539566e+10,9.200514911286783218e+07,2.638681983673812485e+10
4.670000000000000000e+02,1.291100277117284813e-08,3.950115169752629228e-11,1.132881999797238900e-08,3.031391801979749298e+10,9.274528829937045276e+07,2.659908968855257416e+10
4.680000000000000000e+02,1.296099372019438285e-08,3.965409876878027886e-11,1.137268479089593183e-08,3.049645581222208023e+10,9.330376180889478326e+07,2.675925833151984406e+10
4.690000000000000000e+02,1.299474135449244537e-08,3.975734949573518453e-11,1.140229681105394583e-08,3.064119504905458832e+10,9.374659081699247658e+07,2.688626045442082214e+10
4.700000000000000000e+02,1.298554635853651196e-08,3.972921744925120158e-11,1.139422861868244264e-08,3.068480034445531082e+10,9.388000101130250096e+07,2.692452212559451294e+10
4.710000000000000000e+02,1.293848347628553591e-08,3.958522878438394263e-11,1.135293307169382914e-08,3.063864111277268982e+10,9.373877706106002629e+07,2.688401949103968811e+10
4.720000000000000000e+02,1.290972966495861688e-08,3.949725663510653285e-11,1.132770290494755271e-08,3.063545702292844772e+10,9.372903535329455137e+07,2.688122559645674133e+10
4.730000000000000000e+02,1.287447627681245781e-08,3.938939906140029975e-11,1.129676965400609894e-08,3.061652729478277206e+10,9.367111993988107145e+07,2.686461561762134552e+10
4.740000000000000000e+02,1.280831233190620074e-08,3.918697078600063238e-11,1.123871378991223333e-08,3.052357991615655899e+10,9.338674787614028156e+07,2.678305850386324310e+10
4.750000000000000000e+02,1.273795558684867237e-08,3.897171465843888531e-11,1.117697893364068078e-08,3.041995426723539352e+10,9.306970569511549175e+07,2.669213169170097351e+10
4.760000000000000000e+02,1.267797957547099412e-08,3.878821833629945593e-11,1.112435270087345225e-08,3.034046394129811096e+10,9.282650542020383477e+07,2.662238253200484848e+10
4.770000000000000000e+02,1.262700641523042488e-08,3.863226619448281150e-11,1.107962606210434371e-08,3.028196108629921341e+10,9.264751621301308274e+07,2.657104892721856308e+10
4.780000000000000000e+02,1.262791166001600391e-08,3.863503578660762815e-11,1.108042037339152103e-08,3.034762078173781204e+10,9.284840173955981433e+07,2.662866233524961090e+10
4.790000000000000000e+02,1.261203419086381828e-08,3.858645874509745443e-11,1.106648861354014248e-08,3.037287268689677811e+10,9.292565982353785634e+07,2.665081973798757172e+10
4.800000000000000000e+02,1.259773661561510214e-08,3.854271538148612163e-11,1.105394313901187352e-08,3.040177765457642365e+10,9.301409443495897949e+07,2.667618253758522034e+10
4.810000000000000000e+02,1.257229071366362086e-08,3.846486376524217309e-11,1.103161551287751698e-08,3.040357885003620911e+10,9.301960518391898274e+07,2.667776300499792099e+10
4.820000000000000000e+02,1.255173964563668122e-08,3.840198787015749326e-11,1.101358288175120912e-08,3.041698596881287384e+10,9.306062420018054545e+07,2.668952714431414032e+10
4.830000000000000000e+02,1.253137854996685379e-08,3.833969319459770686e-11,1.099571694276156043e-08,3.043064776085465622e+10,9.310242238808795810e+07,2.670151474788252640e+10
4.840000000000000000e+02,1.248945135916982580e-08,3.821141715335772193e-11,1.095892773235098662e-08,3.039162623347509766e+10,9.298303621028225124e+07,2.666727512547953033e+10
4.850000000000000000e+02,1.244627541073632411e-08,3.807932054405605750e-11,1.092104279368944513e-08,3.034913813075474167e+10,9.285304406167516112e+07,2.662999374026838303e+10
4.860000000000000000e+02,1.241939604273769991e-08,3.799708324524469310e-11,1.089745736604198274e-08,3.034603557954008484e+10,9.284355182095989585e+07,2.662727139213878250e+10
4.870000000000000000e+02,1.237327976188316090e-08,3.785599070285688285e-11,1.085699241889291282e-08,3.029556181014127731e+10,9.268912756305332482e+07,2.658298294620839310e+10
4.880000000000000000e+02,1.234445225964360307e-08,3.776779309658201695e-11,1.083169759170936745e-08,3.028704224588275146e+10,9.266306199664166570e+07,2.657550741455089188e+10
4.890000000000000000e+02,1.233154640985215306e-08,3.772830771040149641e-11,1.082037329321764522e-08,3.031737654307543182e+10,9.275586963492374122e+07,2.660212438604036713e+10
4.900000000000000000e+02,1.228226745601202028e-08,3.757753898502559670e-11,1.077713324380879940e-08,3.025797412491649628e+10,9.257412821851456165e+07,2.655000145533591080e+10
4.910000000000000000e+02,1.221985549209470586e-08,3.738658987765316532e-11,1.072236957304901339e-08,3.016565634297888947e+10,9.229168240285423398e+07,2.646899678414814758e+10
4.920000000000000000e+02,1.217384481783786752e-08,3.724582043814976852e-11,1.068199729090491269e-08,3.011328129902579880e+10,9.213144120447304845e+07,2.642304005593372345e+10
4.930000000000000000e+02,1.211898919181492283e-08,3.707798991069971285e-11,1.063386396430710772e-08,3.003852021902844238e+10,9.190271003506766260e+07,2.635744059529112244e+10
4.940000000000000000e+02,1.205622070009124772e-08,3.688595000819594740e-11,1.057878745654975262e-08,2.994355467996519470e+10,9.161216341904877126e+07,2.627411263718239594e+10
4.950000000000000000e+02,1.199939502598320447e-08,3.671209212798018326e-11,1.052892550201041509e-08,2.986274780222064590e+10,9.136493516013167799e+07,2.620320826292184830e+10
