# Timestamp Tue Jun  3 17:26:31 2025
# At the Calibration unit focal plane for Spectrograph Grid Pinholes calibration mode
# Source is LDLS 600um Core
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
3.700000000000000000e+02,2.295743868123811582e-16,7.023817467989484002e-19,2.014411235469119708e-16,4.270614535976924913e+02,1.306592490274564700e+00,3.747270774879710302e+02
3.710000000000000000e+02,2.299553846901518902e-16,7.035474079976168243e-19,2.017754319235247632e-16,4.289263334341194422e+02,1.312298081282633921e+00,3.763634250559461520e+02
3.720000000000000000e+02,2.307090543950868919e-16,7.058532568826421435e-19,2.024367429445554010e-16,4.314920474357584226e+02,1.320147871092724801e+00,3.786147228525622381e+02
3.730000000000000000e+02,2.314809882677760201e-16,7.082149849022219675e-19,2.031140799453310923e-16,4.340995908691828049e+02,1.328125637850823493e+00,3.809027240804851999e+02
3.740000000000000000e+02,2.317340882189718466e-16,7.089893430015901666e-19,2.033361636857974136e-16,4.357393111809727202e+02,1.333142354361964488e+00,3.823415043664567179e+02
3.750000000000000000e+02,2.325907201396466890e-16,7.116102042969709191e-19,2.040878193864305721e-16,4.385194572768602939e+02,1.341648198146627058e+00,3.847809566109173716e+02
3.760000000000000000e+02,2.328421993116736498e-16,7.123796036301648233e-19,2.043084809666057017e-16,4.401642380150292411e+02,1.346680397008255481e+00,3.862241771917735491e+02
3.770000000000000000e+02,2.335536551209204465e-16,7.145562993016964457e-19,2.049327512066729307e-16,4.426833985952087005e+02,1.354387756846352708e+00,3.884346264701644031e+02
3.780000000000000000e+02,2.334776654604221933e-16,7.143238092960799067e-19,2.048660737223017189e-16,4.437132103772730147e+02,1.357538461105672445e+00,3.893382396532431358e+02
3.790000000000000000e+02,2.337563523178736535e-16,7.151764504136913458e-19,2.051106088137910722e-16,4.454180871215390880e+02,1.362754523412715191e+00,3.908341917567965424e+02
3.800000000000000000e+02,2.340827456475198569e-16,7.161750492565481696e-19,2.053970041732868285e-16,4.472169097338237407e+02,1.368258012657055378e+00,3.924125771033131969e+02
3.810000000000000000e+02,2.343993757443039575e-16,7.171437775348037880e-19,2.056748327382699290e-16,4.490003125117135028e+02,1.373714324991253344e+00,3.939774322437448859e+02
3.820000000000000000e+02,2.348118951760780606e-16,7.184058787783314348e-19,2.060367998504348325e-16,4.509710606197176048e+02,1.379743819473718602e+00,3.957066744236607292e+02
3.830000000000000000e+02,2.351668699032897993e-16,7.194919222713811063e-19,2.063482740914124725e-16,4.528351491853193238e+02,1.385446989592453715e+00,3.973423276873353416e+02
3.840000000000000000e+02,2.360111222492383827e-16,7.220749083166453826e-19,2.070890672760806969e-16,4.556474155038087019e+02,1.394051105045710726e+00,3.998099639719205811e+02
3.850000000000000000e+02,2.360115307703692501e-16,7.220761581851062609e-19,2.070894257348649624e-16,4.568347880673312034e+02,1.397683865768054146e+00,4.008518296024284950e+02
3.860000000000000000e+02,2.366355253473797833e-16,7.239852666317375602e-19,2.076369527060810753e-16,4.592323418003449547e+02,1.405019170034443210e+00,4.029555743818366409e+02
3.870000000000000000e+02,2.367518214109110278e-16,7.243410738861229188e-19,2.077389972330298294e-16,4.606483403017726346e+02,1.409351410728655551e+00,4.041980489149449340e+02
3.880000000000000000e+02,2.370986500549818732e-16,7.254021944764677329e-19,2.080433236551100836e-16,4.625152147879989002e+02,1.415063104358318391e+00,4.058361466977512464e+02
3.890000000000000000e+02,2.372161946494247724e-16,7.257618216052512393e-19,2.081464637113690483e-16,4.639371529342697045e+02,1.419413517367736244e+00,4.070838330001134864e+02
3.900000000000000000e+02,2.371335388636146304e-16,7.255089366208831614e-19,2.080739370040458141e-16,4.649677232619894767e+02,1.422566542393888689e+00,4.079881117726388879e+02
3.910000000000000000e+02,2.373963992226760173e-16,7.263131566417891542e-19,2.083045850602183287e-16,4.666766822326110855e+02,1.427795094253090147e+00,4.094876458448737253e+02
3.920000000000000000e+02,2.378991800708204611e-16,7.278514122602844167e-19,2.087457524759494952e-16,4.688611291491283737e+02,1.434478399225900258e+00,4.114043990476230306e+02
3.930000000000000000e+02,2.384790899920941820e-16,7.296256439119327116e-19,2.092545971590144633e-16,4.712030284911665490e+02,1.441643429147257960e+00,4.134593096203755636e+02
3.940000000000000000e+02,2.385915726307805267e-16,7.299697840111051662e-19,2.093532955784292396e-16,4.726248346733410131e+02,1.445993438413149423e+00,4.147068801302218048e+02
3.950000000000000000e+02,2.388198317423876837e-16,7.306681416796565391e-19,2.095535826075721979e-16,4.742776950137915719e+02,1.451050356779609585e+00,4.161571901960332980e+02
3.960000000000000000e+02,2.387057933452120558e-16,7.303192417447704589e-19,2.094535190805668020e-16,4.752513532664855234e+02,1.454029259582348521e+00,4.170115312011284914e+02
3.970000000000000000e+02,2.384790206663759622e-16,7.296254318102268568e-19,2.092545363288375213e-16,4.759988496960847897e+02,1.456316221360784757e+00,4.176674254527325161e+02
3.980000000000000000e+02,2.384066050841924448e-16,7.294038766802502135e-19,2.091909949362636593e-16,4.770529352614811955e+02,1.459541191144995587e+00,4.185923377809600083e+02
3.990000000000000000e+02,2.380789433534713333e-16,7.284013971703250423e-19,2.089034866122896619e-16,4.775942604224990760e+02,1.461197372905780334e+00,4.190673260849853250e+02
4.000000000000000000e+02,2.374967068671458691e-16,7.266200474039437179e-19,2.083926004737969548e-16,4.776203255246775825e+02,1.461277118962179822e+00,4.190901970312659728e+02
4.010000000000000000e+02,2.374400380626141302e-16,7.264466694654520561e-19,2.083428761652038366e-16,4.787001270141190048e+02,1.464580766493948083e+00,4.200376739177814898e+02
4.020000000000000000e+02,2.375658512967796887e-16,7.268315944582207634e-19,2.084532715782082349e-16,4.801481760749393857e+02,1.469011065722497511e+00,4.213082713647044670e+02
4.030000000000000000e+02,2.376649876387810842e-16,7.271349016260326010e-19,2.085402592269367099e-16,4.815434390066807850e+02,1.473279866039674202e+00,4.225325513748392154e+02
4.040000000000000000e+02,2.374721130129078504e-16,7.265448026236349228e-19,2.083710204809290858e-16,4.823465744455243112e+02,1.475737055102808171e+00,4.232372663363266270e+02
4.050000000000000000e+02,2.376511246111559357e-16,7.270924877588130284e-19,2.085280950482609139e-16,4.839050048643447326e+02,1.480505065572244039e+00,4.246047184240607635e+02
4.060000000000000000e+02,2.377941332808270077e-16,7.275300221048943237e-19,2.086535786768811679e-16,4.853917451584503624e+02,1.485053740445385184e+00,4.259092656752828816e+02
4.070000000000000000e+02,2.379769160690833171e-16,7.280892451780029284e-19,2.088139622925912230e-16,4.869613114133580893e+02,1.489855820952474819e+00,4.272864889546738709e+02
4.080000000000000000e+02,2.378877398382842232e-16,7.278164109231398023e-19,2.087357141901993472e-16,4.879748509503265836e+02,1.492956740355158463e+00,4.281758239798961085e+02
4.090000000000000000e+02,2.380369417292643839e-16,7.282728934004206420e-19,2.088666320899340972e-16,4.894776730380550021e+02,1.497554617399557753e+00,4.294944822764356331e+02
4.100000000000000000e+02,2.376981519526672851e-16,7.272363676869561024e-19,2.085693594098606725e-16,4.899760799426526319e+02,1.499079490958532324e+00,4.299318117548662599e+02
