# Timestamp Wed May  7 14:21:36 2025
# At the Calibration unit focal plane for spectral calibration mode
# Source is Zn
# nm, W/line, W/mm^2/line, W/mm^2/sr/line, photons/s/line, photons/s/mm^2/line, photons/s/mm^2/sr/line
3.077130000000000223e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.303670000000000186e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.348919999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.680520000000000209e+02,1.290579343918888556e-11,3.948521377104696933e-14,1.132424904516555078e-11,3.036994686173573509e+07,9.291670827534479031e+04,2.664825245896343514e+07
4.722470000000000141e+02,2.976863000380833484e-11,9.107698220261060805e-14,2.612062415882738009e-11,7.067946814182239771e+07,2.162434973063663056e+05,6.201803115703245252e+07
4.811560000000000059e+02,5.171660228087746165e-11,1.582266992102890806e-13,4.537897547779446812e-11,1.251068551385514140e+08,3.827638294883149792e+05,1.097755974107273817e+08
6.363269999999999982e+02,1.285493739818444828e-11,3.932961995497737971e-14,1.127962517322005405e-11,4.112591126080702245e+07,1.258245303021161089e+05,3.608612391955554485e+07
