# Timestamp Wed May  7 14:21:36 2025
# At the Calibration unit focal plane for NCPA calibration mode
# Source is NCPA MGG Lamps
# nm, W/nm, photons/s/nm
2.630509999999999877e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.633190000000000168e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.635869999999999891e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.638550000000000182e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.641229999999999905e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.643910000000000196e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.646589999999999918e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.649270000000000209e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.651949999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.654630000000000223e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.657309999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.659990000000000236e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.662669999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.665350000000000250e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.668029999999999973e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.670699999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.673380000000000223e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.676059999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.678740000000000236e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.681419999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.684100000000000250e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.686779999999999973e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.689460000000000264e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.692139999999999986e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.694809999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.697490000000000236e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.700169999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.702850000000000250e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.705529999999999973e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.708210000000000264e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.710889999999999986e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.713559999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.716240000000000236e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.718919999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.721600000000000250e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.724279999999999973e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.726949999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.729630000000000223e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.732309999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.734990000000000236e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.737660000000000196e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.740339999999999918e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.743020000000000209e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.745699999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.748369999999999891e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.751050000000000182e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.753729999999999905e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.756399999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.759080000000000155e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.761759999999999877e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.764429999999999836e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.767110000000000127e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.769789999999999850e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.772459999999999809e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.775140000000000100e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.777819999999999823e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.780489999999999782e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.783170000000000073e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.785849999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.788519999999999754e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.791200000000000045e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.793879999999999768e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.796549999999999727e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.799230000000000018e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.801899999999999977e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.804580000000000268e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.807250000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.809929999999999950e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.812610000000000241e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.815280000000000200e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.817959999999999923e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.820629999999999882e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.823310000000000173e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.825980000000000132e+02,0.000000000000000000e+00,0.000000000000000000e+00
