# Timestamp Wed May  7 14:21:36 2025
# At the Calibration unit focal plane for Spectrograph Grid Pinholes calibration mode
# Source is Thorlabs SLS201L QTH
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
4.590000000000000000e+02,7.035610250242025213e-19,2.152541616674404242e-21,6.173429245855617926e-19,1.623602365440467432e+00,4.967403730787087537e-03,1.424637518274373571e+00
4.600000000000000000e+02,7.084408078723105594e-19,2.167471289136754437e-21,6.216247129559307121e-19,1.638425196688099161e+00,5.012754112634023110e-03,1.437643881144938129e+00
4.610000000000000000e+02,7.238163056874367836e-19,2.214512551723758607e-21,6.351160157008807734e-19,1.677623513936191024e+00,5.132681178203382655e-03,1.472038628648094871e+00
4.620000000000000000e+02,7.277146869728328580e-19,2.226439630763122916e-21,6.385366686624249148e-19,1.690317674114875990e+00,5.171518901018416076e-03,1.483177179095225506e+00
4.630000000000000000e+02,7.385553899065779633e-19,2.259606709934525060e-21,6.480488943481090439e-19,1.719211390280269480e+00,5.259919088485093437e-03,1.508530105998866278e+00
4.640000000000000000e+02,7.486037993477139333e-19,2.290349770925837377e-21,6.568659183889314055e-19,1.746365826532626064e+00,5.342997957313165742e-03,1.532356893576994450e+00
4.650000000000000000e+02,7.584868043914455442e-19,2.320586777948367393e-21,6.655378075646873950e-19,1.773234610568236391e+00,5.425202874539924482e-03,1.555933034276418825e+00
4.660000000000000000e+02,7.644626446986949714e-19,2.338869833004625323e-21,6.707813366985059637e-19,1.791048730163860681e+00,5.479705088889670443e-03,1.571564117151854179e+00
4.670000000000000000e+02,7.818694171666067776e-19,2.392125770750570908e-21,6.860549909242590606e-19,1.835761778867800009e+00,5.616504449173036033e-03,1.610797791662287759e+00
4.680000000000000000e+02,7.794043039145650182e-19,2.384583768456380465e-21,6.838919657276916777e-19,1.833892479798976627e+00,5.610785337544425648e-03,1.609157566418098151e+00
4.690000000000000000e+02,7.986312314049588866e-19,2.443408461854412654e-21,7.007627235234436656e-19,1.883147549165036683e+00,5.761480988485267844e-03,1.652376658283032373e+00
4.700000000000000000e+02,8.021340862098209657e-19,2.454125429503912530e-21,7.038363199176693511e-19,1.895440022718028805e+00,5.799089752975560702e-03,1.663162746914553347e+00
4.710000000000000000e+02,8.168192102092211537e-19,2.499054496678498679e-21,7.167218509167457452e-19,1.934247601852906895e+00,5.917821357142146778e-03,1.697214639425778104e+00
4.720000000000000000e+02,8.249155402732580776e-19,2.523825180080939806e-21,7.238260137432335441e-19,1.957567295168314958e+00,5.989167848155876363e-03,1.717676613809986375e+00
4.730000000000000000e+02,8.361147738105168290e-19,2.558089181932059892e-21,7.336528337902510378e-19,1.988347350489565235e+00,6.083339281316563901e-03,1.744684717862186041e+00
4.740000000000000000e+02,8.372670357246354609e-19,2.561614521789201484e-21,7.346638914165971312e-19,1.995297008212555179e+00,6.104601726134146165e-03,1.750782727659462301e+00
4.750000000000000000e+02,8.522477502024182911e-19,2.607447946629406657e-21,7.478087896687104631e-19,2.035282460262185289e+00,6.226937026892751144e-03,1.785868150289781076e+00
4.760000000000000000e+02,8.596357210031591892e-19,2.630051408227955207e-21,7.542913993339135502e-19,2.057247879323800266e+00,6.294140122254936361e-03,1.805141810371759137e+00
4.770000000000000000e+02,8.693428898186944541e-19,2.659750445144909213e-21,7.628090001856978131e-19,2.084849464271077313e+00,6.378587040392769657e-03,1.829360950671583108e+00
4.780000000000000000e+02,8.764589210260621339e-19,2.681521908848268269e-21,7.690529951779549640e-19,2.106321589997273591e+00,6.444280907136613369e-03,1.848201768200414818e+00
4.790000000000000000e+02,8.849944045703269652e-19,2.707636180239065672e-21,7.765424952874688119e-19,2.131283659070822623e+00,6.520652238986990833e-03,1.870104852904462378e+00
4.800000000000000000e+02,8.910595083631074925e-19,2.726192336505625103e-21,7.818643490857534564e-19,2.150369854269943204e+00,6.579046362607844645e-03,1.886852124490506544e+00
4.810000000000000000e+02,8.994396801997781323e-19,2.751831432464210799e-21,7.892175702082592941e-19,2.175115566496195640e+00,6.654755751710836852e-03,1.908565365863110985e+00
4.820000000000000000e+02,9.089417644279101100e-19,2.780903014059419192e-21,7.975552186259662108e-19,2.202664305954010526e+00,6.739040989324485142e-03,1.932738136640099080e+00
4.830000000000000000e+02,9.143625744362649522e-19,2.797487956550608760e-21,8.023117338181847495e-19,2.220397805192137142e+00,6.793296546073123235e-03,1.948298478804340483e+00
4.840000000000000000e+02,9.244182803967832309e-19,2.828253341208339176e-21,8.111351602241959113e-19,2.249464292167135060e+00,6.882225325011747177e-03,1.973803004266017513e+00
4.850000000000000000e+02,9.306836190148280399e-19,2.847422114972398460e-21,8.166327110099995681e-19,2.269389417909460249e+00,6.943186152647629408e-03,1.991286399395926887e+00
4.860000000000000000e+02,9.382615561535036942e-19,2.870606777680200886e-21,8.232820075303045272e-19,2.292584797841140443e+00,7.014152307453885328e-03,2.011639294417938650e+00
4.870000000000000000e+02,9.435591300534158535e-19,2.886814679882539139e-21,8.279303886205836526e-19,2.310272983087046761e+00,7.068269226258405528e-03,2.027159875606959982e+00
4.880000000000000000e+02,9.531331729258641408e-19,2.916106418608488444e-21,8.363311774885875525e-19,2.338506728948324564e+00,7.154650237712129740e-03,2.051933708468732132e+00
4.890000000000000000e+02,9.597927745999393524e-19,2.936481438321139639e-21,8.421746762439472822e-19,2.359671527296985261e+00,7.219403837803103907e-03,2.070504860147261095e+00
4.900000000000000000e+02,9.679639688174027214e-19,2.961481168245653691e-21,8.493445289733418936e-19,2.384627173054436611e+00,7.295755517548368867e-03,2.092402308682441259e+00
4.910000000000000000e+02,9.760755823625918368e-19,2.986298611386138327e-21,8.564621023621217046e-19,2.409517903167584851e+00,7.371908588188004312e-03,2.114242796680753322e+00
4.920000000000000000e+02,9.848180522790684971e-19,3.013046156600276272e-21,8.641332236357217111e-19,2.436050687387138147e+00,7.453085515572327804e-03,2.137524112764078055e+00
4.930000000000000000e+02,9.927960618868027050e-19,3.037454839128256536e-21,8.711335656223189889e-19,2.460776563651049464e+00,7.528734216642686897e-03,2.159219948978397419e+00
4.940000000000000000e+02,1.003342221785314737e-18,3.069720765281384211e-21,8.803873431388753861e-19,2.491961073715160957e+00,7.624143077169452144e-03,2.186582943743612173e+00
4.950000000000000000e+02,1.009599998718944784e-18,3.088866404107867688e-21,8.858782588891876936e-19,2.512579182332215666e+00,7.687224082621390946e-03,2.204674399950467212e+00
4.960000000000000000e+02,1.019213580606802127e-18,3.118279112263792434e-21,8.943137414518956810e-19,2.541628637410627611e+00,7.776100752553248216e-03,2.230163980694521264e+00
4.970000000000000000e+02,1.027737979965106867e-18,3.144359471640255245e-21,9.017935156903992858e-19,2.568053172662937200e+00,7.856946492736084642e-03,2.253350313213315914e+00
4.980000000000000000e+02,1.035943707040701270e-18,3.169464854680313686e-21,9.089936694382906316e-19,2.593765541006884501e+00,7.935613361643018698e-03,2.275911751534785310e+00
4.990000000000000000e+02,1.045226413734625309e-18,3.197865251750868221e-21,9.171388240086421919e-19,2.622262345166304964e+00,8.022799198711329238e-03,2.300916406135306680e+00
5.000000000000000000e+02,1.057126838993172674e-18,3.234274546345129130e-21,9.275809080235587529e-19,2.657432978866699269e+00,8.130403585583534376e-03,2.331777043799796445e+00
5.010000000000000000e+02,1.067623510968008187e-18,3.266389064430658396e-21,9.367912621291423378e-19,2.689187425816853771e+00,8.227556165307995176e-03,2.359640132361489950e+00
5.020000000000000000e+02,1.078233750547016355e-18,3.298851042062115879e-21,9.461012666622005192e-19,2.721334051154360001e+00,8.325908612947120063e-03,2.387847339690420512e+00
5.030000000000000000e+02,1.087111445505676009e-18,3.326012307650979504e-21,9.538910417839375617e-19,2.749205917995751758e+00,8.411182457257127681e-03,2.412303640107192670e+00
5.040000000000000000e+02,1.101223865794297205e-18,3.369189190540722418e-21,9.662740512231804564e-19,2.790431515134871088e+00,8.537311976030791463e-03,2.448477233868692871e+00
5.050000000000000000e+02,1.113137317650610224e-18,3.405638339949017858e-21,9.767275654874656461e-19,2.826215914598080747e+00,8.646794176341147595e-03,2.479876423183359435e+00
5.060000000000000000e+02,1.122148988127859988e-18,3.433209503001105816e-21,9.846348980569968506e-19,2.854737998957753486e+00,8.734057358062140633e-03,2.504903260014280875e+00
5.070000000000000000e+02,1.135078230274925818e-18,3.472766457982604771e-21,9.959797222809793221e-19,2.893336665406674335e+00,8.852149794857622558e-03,2.538771841108379501e+00
5.080000000000000000e+02,1.145884794266156373e-18,3.505829089221421416e-21,1.005461992591273784e-18,2.926643918990485371e+00,8.954053179107503146e-03,2.567997447141111778e+00
5.090000000000000000e+02,1.159060690101408936e-18,3.546140679991209403e-21,1.017023244251980492e-18,2.966123133542570400e+00,9.074839648645176976e-03,2.602638669302454133e+00
5.100000000000000000e+02,1.169445254816955107e-18,3.577912206449049335e-21,1.026135229316563573e-18,2.998577576453731020e+00,9.174133862689870175e-03,2.631115972606573372e+00
5.110000000000000000e+02,1.182468868747763917e-18,3.617757891454983542e-21,1.037562860505261334e-18,3.037916500402752629e+00,9.294491113793348219e-03,2.665634096119601004e+00
5.120000000000000000e+02,1.194824545549595928e-18,3.655560025985114699e-21,1.048404407124212496e-18,3.075667005135209742e+00,9.409988603843032207e-03,2.698758453733518969e+00
5.130000000000000000e+02,1.208989367249503685e-18,3.698897230743970188e-21,1.060833396427810328e-18,3.118207870281525462e+00,9.540142178841914955e-03,2.736086135583040591e+00
5.140000000000000000e+02,1.222223968690346374e-18,3.739388431035420425e-21,1.072446159597761420e-18,3.158487279571835948e+00,9.663376840383139377e-03,2.771429492374306136e+00
5.150000000000000000e+02,1.232702477181365476e-18,3.771447378028424754e-21,1.081640576069193757e-18,3.191763578423344683e+00,9.765185518776465373e-03,2.800627937031849424e+00
5.160000000000000000e+02,1.245454067218913768e-18,3.810460807224064544e-21,1.092829518615613711e-18,3.231042225665960554e+00,9.885358353582793592e-03,2.835093170465845969e+00
5.170000000000000000e+02,1.260305100091236735e-18,3.855897471807886404e-21,1.105860627134168796e-18,3.275906167657965717e+00,1.002261937116479332e-02,2.874459247000328066e+00
5.180000000000000000e+02,1.274899465420756292e-18,3.900548863262750710e-21,1.118666521512251763e-18,3.320250995917304770e+00,1.015829216274562706e-02,2.913369824752873427e+00
5.190000000000000000e+02,1.287452949203912523e-18,3.938956187313370394e-21,1.129681634795658105e-18,3.359417197771898955e+00,1.027812097142101304e-02,2.947736392453225829e+00
5.200000000000000000e+02,1.299411697522655343e-18,3.975543921033474376e-21,1.140174894653566621e-18,3.397154764765112134e+00,1.039357887851888838e-02,2.980849397787102451e+00
5.210000000000000000e+02,1.315027585495586068e-18,4.023320656167292621e-21,1.153877128871100003e-18,3.444592116858725461e+00,1.053871323209230708e-02,3.022473525097250757e+00
5.220000000000000000e+02,1.323414417517497303e-18,4.048980128931009482e-21,1.161236194004414298e-18,3.473214308416961771e+00,1.062628269131215414e-02,3.047588201459549673e+00
5.230000000000000000e+02,1.337828002530967119e-18,4.093078423866976091e-21,1.173883461845426460e-18,3.517767950345378924e+00,1.076259434732241595e-02,3.086682003746395342e+00
5.240000000000000000e+02,1.351920492779696836e-18,4.136194330894267252e-21,1.186248983577595992e-18,3.561620604407044421e+00,1.089676133428152914e-02,3.125160720938462866e+00
5.250000000000000000e+02,1.363047564316203722e-18,4.170237553446596910e-21,1.196012484738257521e-18,3.597787688617430923e+00,1.100741435675949530e-02,3.156895698781223114e+00
5.260000000000000000e+02,1.375206394351677615e-18,4.207437436229370547e-21,1.206681307237883566e-18,3.636795190693728141e+00,1.112675762421643649e-02,3.191123014616022324e+00
5.270000000000000000e+02,1.390329965590002697e-18,4.253707930650397659e-21,1.219951555825238835e-18,3.683780250708554416e+00,1.127050819232156692e-02,3.232350276118154397e+00
5.280000000000000000e+02,1.404742300889993144e-18,4.297802402093906152e-21,1.232597727099291109e-18,3.729029335695909886e+00,1.140894755306979744e-02,3.272054298182130783e+00
5.290000000000000000e+02,1.413792460997653869e-18,4.325491323987549030e-21,1.240538832575733203e-18,3.760161950064147884e+00,1.150419763896135678e-02,3.299371756825354218e+00
5.300000000000000000e+02,1.426570600668859259e-18,4.364585981661347107e-21,1.251751071222854559e-18,3.801319348187508940e+00,1.163011850317000571e-02,3.335485509040286622e+00
