# Timestamp Wed May  7 14:21:36 2025
# At the Calibration unit focal plane for ACM calibration mode
# Source is ACM MGG Lamps
# nm, W/nm, photons/s/nm
2.184610000000000127e+02,4.353067939278819246e-16,4.781174334252339690e+02
2.187299999999999898e+02,4.711712740401638370e-16,5.181462683298392449e+02
2.189989999999999952e+02,3.845098908692224914e-16,4.233649149847605031e+02
2.192680000000000007e+02,4.317070133961658711e-16,4.759152006704399582e+02
2.195370000000000061e+02,9.866065160999468372e-18,1.088972522498914230e+01
2.198060000000000116e+02,2.093205716590427456e-17,2.313218580899324195e+01
2.200759999999999934e+02,1.919882950248545183e-16,2.124284364800899425e+02
2.203449999999999989e+02,2.018543601858539975e-16,2.236178933894017291e+02
2.206140000000000043e+02,2.393187427566762494e-16,2.654452745828123739e+02
2.208830000000000098e+02,2.257195718590824394e-16,2.506667480691287722e+02
2.211519999999999868e+02,6.880913823772737067e-16,7.650718219984859161e+02
2.214209999999999923e+02,7.108899924114751159e-16,7.913824686261501711e+02
2.216899999999999977e+02,3.013149630251188602e-17,3.358396890549955316e+01
2.219590000000000032e+02,2.863825400787413024e-16,3.195836209820882345e+02
2.222290000000000134e+02,4.429063306059490117e-16,4.948548564315206590e+02
2.224979999999999905e+02,5.178350957475937621e-16,5.792723636684170287e+02
2.227669999999999959e+02,5.111688355036751591e-16,5.725065257850537819e+02
2.230360000000000014e+02,7.964847739433894535e-16,8.931361389705269858e+02
2.233050000000000068e+02,1.753226444150581095e-16,1.968347064409479970e+02
2.235740000000000123e+02,3.959758584887624333e-17,4.450975695614207694e+01
2.238429999999999893e+02,1.666565060979639897e-16,1.875560195801234613e+02
2.241119999999999948e+02,7.067569110602456570e-16,7.963434130293303497e+02
2.243810000000000002e+02,6.803585204943281943e-16,7.675189803269877302e+02
2.246500000000000057e+02,1.837221323223954773e-16,2.075071745913833752e+02
2.249190000000000111e+02,1.013271557075620959e-17,1.145822148546463737e+01
2.251879999999999882e+02,2.843826620055657117e-16,3.219686419894888445e+02
2.254569999999999936e+02,2.630506292250263399e-16,2.981729799556900957e+02
2.257259999999999991e+02,3.102477517519697690e-16,3.520914228856969999e+02
2.259950000000000045e+02,6.138292432600210335e-16,6.974476612898364465e+02
2.262640000000000100e+02,4.295738101181119537e-16,4.886731451612091632e+02
2.265329999999999870e+02,3.531784677228052645e-16,4.022452379519871783e+02
2.268019999999999925e+02,7.506209034652296612e-17,8.559191661524435801e+01
2.270709999999999980e+02,1.395914895076546470e-16,1.593623887078564678e+02
2.273400000000000034e+02,7.786191964896876360e-17,8.899511720963580785e+01
2.276090000000000089e+02,7.266223665871229666e-17,8.315022133561009809e+01
2.278779999999999859e+02,1.766558964638418449e-16,2.023931240542350452e+02
2.281469999999999914e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.284159999999999968e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.286850000000000023e+02,6.631595690650182814e-16,7.624667976452172979e+02
2.289540000000000077e+02,4.381066232303277221e-16,5.043049965564428021e+02
2.292230000000000132e+02,3.053147191714700171e-17,3.518610149454092095e+01
2.294919999999999902e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.297609999999999957e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.300289999999999964e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.302980000000000018e+02,2.397187183713113774e-16,2.775602886047072957e+02
2.305670000000000073e+02,3.678442402594261319e-16,4.264089640215943859e+02
2.308360000000000127e+02,6.274284141576147943e-16,7.281702635016953309e+02
2.311049999999999898e+02,1.934548722785165804e-16,2.247782215079264745e+02
2.313739999999999952e+02,5.866309014648332162e-17,6.824089401484380346e+01
2.316430000000000007e+02,1.602568962638021388e-16,1.866384525954546234e+02
2.319120000000000061e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.321800000000000068e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.324490000000000123e+02,6.746255366845581740e-17,7.884164473443382803e+01
2.327179999999999893e+02,2.533178892689052399e-18,2.963882984156917644e+00
2.329869999999999948e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.332560000000000002e+02,4.618385096986778126e-16,5.416118824448204805e+02
2.335250000000000057e+02,4.327736150351928298e-16,5.081119077480815349e+02
2.337930000000000064e+02,3.125142802349021117e-16,3.673386179937580209e+02
2.340620000000000118e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.343309999999999889e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.345999999999999943e+02,9.759404997096770958e-17,1.151109307349875621e+02
2.348679999999999950e+02,4.161079644253964703e-16,4.913546776705079537e+02
2.351370000000000005e+02,5.013027703426756306e-16,5.926336325292395486e+02
2.354060000000000059e+02,5.660988199135641005e-16,6.700002956288209361e+02
2.356750000000000114e+02,5.463666895915650436e-16,6.473854679210262475e+02
2.359439999999999884e+02,3.086478492934292569e-16,3.661317654785765399e+02
2.362119999999999891e+02,3.735772240691961028e-16,4.436572310298288357e+02
2.364809999999999945e+02,1.011938305026837384e-16,1.203138171498499531e+02
2.367500000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.370180000000000007e+02,1.799890265858010971e-16,2.144828511981569079e+02
2.372870000000000061e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.375560000000000116e+02,3.626445572691696649e-17,4.331241349755399028e+01
2.378249999999999886e+02,1.973213032199893674e-17,2.359373501171139864e+01
2.380929999999999893e+02,3.799768339033579291e-17,4.548508009781408390e+01
2.383619999999999948e+02,2.178533847712585263e-16,2.610757591797221266e+02
2.386310000000000002e+02,1.043936354197646393e-16,1.252466446146498811e+02
2.388990000000000009e+02,2.735833204104176498e-16,3.286012149961205182e+02
2.391680000000000064e+02,2.135869782151506174e-16,2.568284082743144836e+02
2.394370000000000118e+02,1.753226444150581095e-16,2.110544394711325822e+02
2.397050000000000125e+02,2.230530677615149686e-16,2.688131503658821089e+02
2.399739999999999895e+02,4.509058428986513747e-16,5.440205065045799984e+02
2.402429999999999950e+02,4.991695670646216146e-16,6.029260648582499016e+02
2.405109999999999957e+02,3.895762486546005330e-16,4.710777935654431303e+02
2.407800000000000011e+02,2.240796718390784342e-15,2.712614549291770345e+03
2.410480000000000018e+02,4.160146367819815085e-15,5.041704181348571183e+03
2.413170000000000073e+02,2.759831740982283686e-16,3.348387713618008661e+02
2.415860000000000127e+02,2.973152068787677403e-16,3.611221295576369812e+02
2.418540000000000134e+02,4.862370221914196352e-16,5.912436840879015563e+02
2.421229999999999905e+02,4.746377293670015145e-16,5.777813521745929393e+02
2.423909999999999911e+02,3.585114759179401567e-16,4.369027408709172846e+02
2.426599999999999966e+02,2.763831497128634966e-16,3.371902217663321721e+02
2.429279999999999973e+02,3.779769558301823630e-16,4.616449770030897639e+02
2.431970000000000027e+02,2.495847835323108073e-16,3.051697868311081265e+02
2.434660000000000082e+02,2.013210593663404688e-16,2.464295276002285675e+02
2.437340000000000089e+02,9.332764341485982845e-18,1.143646045252762633e+01
2.440029999999999859e+02,3.471788335032785415e-16,4.259058668240345469e+02
2.442709999999999866e+02,1.766558964638418449e-16,2.169528028412222795e+02
2.445399999999999920e+02,4.257073791766391482e-16,5.233910633677995747e+02
2.448079999999999927e+02,4.239741515132203587e-16,5.218313930801833749e+02
2.450769999999999982e+02,5.800979664257929893e-16,7.147746069267675466e+02
2.453449999999999989e+02,4.230408750790718253e-16,5.218248541793609547e+02
2.456140000000000043e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.458820000000000050e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.461510000000000105e+02,2.946487027812003682e-16,3.646459167335106599e+02
2.464190000000000111e+02,4.591720056011102925e-16,5.688723300564103056e+02
2.466879999999999882e+02,2.229197425566365926e-16,2.764787604414860311e+02
2.469559999999999889e+02,4.586387047815967885e-16,5.694498741983107948e+02
2.472249999999999943e+02,8.432819208556977545e-16,1.048166781717193999e+03
2.474929999999999950e+02,8.471483517971705600e-16,1.054114062500438195e+03
2.477609999999999957e+02,5.992967959282785422e-16,7.465177147108407780e+02
2.480300000000000011e+02,2.874491417177682612e-16,3.584515365523281503e+02
2.482980000000000018e+02,9.239436698071123032e-17,1.153410584845482276e+02
2.485670000000000073e+02,6.746255366845581740e-17,8.430851974714460084e+01
2.488350000000000080e+02,5.039692744402430521e-17,6.304936873068773195e+01
2.491040000000000134e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.493720000000000141e+02,1.491909042588973742e-16,1.870489400545488081e+02
2.496399999999999864e+02,5.531662750403621212e-16,6.942806882909804926e+02
2.499089999999999918e+02,2.562510437762294103e-16,3.219680346861424027e+02
2.501769999999999925e+02,1.785224493321390103e-16,2.245460573482480982e+02
2.504449999999999932e+02,2.506513851713378153e-16,3.156077735507074067e+02
2.507139999999999986e+02,9.759404997096770958e-17,1.230175698563157312e+02
2.509819999999999993e+02,6.543601055430457610e-16,8.257044143258156055e+02
2.512500000000000000e+02,1.686563841711395558e-16,2.130463374710850815e+02
2.515190000000000055e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.517870000000000061e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.520550000000000068e+02,4.049086472156132804e-16,5.131183965506859295e+02
2.523240000000000123e+02,3.985090373814515281e-16,5.055474828971211423e+02
2.525920000000000130e+02,2.293193523907983943e-16,2.912228952191883309e+02
2.528600000000000136e+02,8.586143194167104033e-17,1.091549606876367307e+02
2.531289999999999907e+02,4.478393631864489238e-16,5.699403225943823372e+02
2.533969999999999914e+02,2.971818816738893643e-16,3.786073266491631557e+02
2.536649999999999920e+02,4.758376562109067014e-16,6.068544950363984753e+02
2.539339999999999975e+02,8.578143681874402459e-16,1.095164574013622314e+03
2.542019999999999982e+02,1.935881974833949564e-16,2.474133080777976943e+02
2.544699999999999989e+02,2.625173284055128852e-16,3.358611591722014964e+02
2.547379999999999995e+02,5.435668602891193447e-16,6.961645794687265152e+02
2.550070000000000050e+02,7.067569110602456570e-16,9.061234772184016037e+02
2.552750000000000057e+02,8.666138317094126677e-16,1.112241558017196212e+03
2.555430000000000064e+02,1.005272044782918781e-15,1.291554721668986758e+03
2.558110000000000070e+02,7.331553016261632182e-16,9.429320807656636134e+02
2.560799999999999841e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.563480000000000132e+02,7.026238297090160994e-16,9.055616566025485099e+02
2.566159999999999854e+02,5.286344373427417253e-16,6.820314468232530771e+02
2.568840000000000146e+02,3.039814671226863433e-16,3.925991714446665242e+02
2.571519999999999868e+02,1.209259608246826721e-16,1.563416424232719919e+02
2.574209999999999923e+02,1.209259608246826721e-16,1.565051873376100673e+02
2.576890000000000214e+02,4.246407775376122387e-16,5.501521232925580307e+02
2.579569999999999936e+02,8.826128562948172212e-17,1.144676543847371306e+02
2.582250000000000227e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.584929999999999950e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.587610000000000241e+02,6.639595202942885867e-17,8.637849644588760611e+01
2.590289999999999964e+02,6.206288287088179139e-16,8.082496976954068941e+02
2.592980000000000018e+02,3.509119392398730203e-16,4.574699045802946102e+02
2.595659999999999741e+02,3.147808087178343559e-16,4.107913292893584298e+02
2.598340000000000032e+02,5.167684941085666554e-16,6.750830814389407806e+02
2.601019999999999754e+02,6.574265852552482119e-16,8.597182990349954252e+02
2.603700000000000045e+02,3.850431916887359954e-16,5.040407029662956120e+02
2.606379999999999768e+02,3.751771265277364669e-16,4.916310502963106046e+02
2.609060000000000059e+02,3.039814671226863433e-16,3.987460465616471197e+02
2.611739999999999782e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.614420000000000073e+02,6.532935039040188762e-17,8.587147322658348969e+01
2.617110000000000127e+02,1.458577741369380480e-16,1.919184712275122990e+02
2.619789999999999850e+02,8.092839936117130075e-17,1.065939725301171279e+02
2.622470000000000141e+02,2.501180843518243606e-16,3.297773618251025596e+02
2.625149999999999864e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.627830000000000155e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.630509999999999877e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.633190000000000168e+02,2.746499220494446763e-17,3.636025280248252045e+01
2.635869999999999891e+02,1.073267899270888127e-16,1.422320089316820599e+02
2.638550000000000182e+02,4.794374367426227548e-16,6.360078676305920453e+02
2.641229999999999905e+02,5.610324621281860096e-16,7.450054147545645264e+02
2.643910000000000196e+02,2.133203278053939024e-17,2.835594509240618777e+01
2.646589999999999918e+02,3.947759316448570986e-16,5.252941342041037842e+02
2.649270000000000209e+02,1.645233028199100476e-16,2.191385874618920013e+02
2.651949999999999932e+02,7.510208790798649125e-16,1.001342292748038062e+03
2.654630000000000223e+02,1.045802907065943509e-15,1.395786712511043788e+03
2.657309999999999945e+02,1.613234979028291221e-16,2.155286798452322330e+02
2.659990000000000236e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.662669999999999959e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.665350000000000250e+02,2.225197669420015139e-16,2.981865564700170239e+02
2.668029999999999973e+02,3.653110613667370371e-16,4.900255761982380136e+02
2.670699999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.673380000000000223e+02,2.827827595470252489e-16,3.800833452578313540e+02
2.676059999999999945e+02,6.567599592308564305e-16,8.836244627950355834e+02
2.678740000000000236e+02,4.295738101181119537e-16,5.785402454076377126e+02
2.681419999999999959e+02,1.214592616441961515e-16,1.637422289381500491e+02
2.684100000000000250e+02,2.205198888688258985e-16,2.975854367585800446e+02
2.686779999999999973e+02,6.071629830161024306e-16,8.201676015625961327e+02
2.689460000000000264e+02,4.177078668839368837e-16,5.648107590093881072e+02
2.692139999999999986e+02,1.898550917468005762e-16,2.569715870765368777e+02
2.694809999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.697490000000000236e+02,3.341129634251981369e-16,4.531253784363186696e+02
2.700169999999999959e+02,9.026116370265728822e-17,1.225341811940694612e+02
2.702850000000000250e+02,1.293254487320200399e-17,1.757402157392360209e+01
2.705529999999999973e+02,3.246468738788338843e-16,4.415997268403226030e+02
2.708210000000000264e+02,6.746255366845582233e-16,9.185659249394107064e+02
2.710889999999999986e+02,6.076962838356158360e-16,8.282542880277187578e+02
2.713559999999999945e+02,6.135625928502642815e-16,8.370733581974677691e+02
2.716240000000000236e+02,2.085206204297725512e-16,2.847622172127529439e+02
2.718919999999999959e+02,1.955880755565705225e-16,2.673646708860084686e+02
2.721600000000000250e+02,6.159624465380749510e-17,8.428373024122801382e+01
2.724279999999999973e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.726949999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.729630000000000223e+02,1.533239856101268577e-17,2.104161643242688129e+01
2.732309999999999945e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.734990000000000236e+02,2.978485076982812443e-16,4.095589190898554079e+02
2.737660000000000196e+02,8.059508634897538539e-16,1.109310930588919064e+03
2.740339999999999918e+02,8.163502294702666892e-16,1.124724579098316099e+03
2.743020000000000209e+02,1.089266923856292632e-16,1.502202592999641979e+02
2.745699999999999932e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.748369999999999891e+02,3.479787847325487975e-17,4.808318012043213940e+01
2.751050000000000182e+02,2.654504829128370094e-16,3.671531176557870708e+02
2.753729999999999905e+02,1.639900020003965683e-17,2.270408186066124046e+01
2.756399999999999864e+02,5.191683477963774235e-16,7.194749290427022288e+02
2.759080000000000155e+02,3.471788335032785415e-16,4.815958652298772904e+02
2.761759999999999877e+02,1.815889290443415105e-16,2.521392864140275094e+02
2.764429999999999836e+02,5.446334619281463527e-16,7.569638417084090634e+02
2.767110000000000127e+02,5.002361687036487212e-16,6.959318777182270424e+02
2.769789999999999850e+02,7.804857493579849247e-16,1.086868589097161021e+03
2.772459999999999809e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.775140000000000100e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.777819999999999823e+02,2.066540675614753364e-16,2.886112629228845776e+02
2.780489999999999782e+02,8.559478153191428832e-17,1.196558240832943056e+02
2.783170000000000073e+02,7.839522046848225529e-17,1.096969460790677857e+02
2.785849999999999795e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.788519999999999754e+02,1.157262778344261805e-16,1.622448669013846825e+02
2.791200000000000045e+02,1.782557989223822583e-16,2.501496158633250104e+02
2.793879999999999768e+02,7.039570817577999088e-17,9.888243396588649148e+01
2.796549999999999727e+02,9.599414751242725917e-17,1.349685436027543517e+02
2.799230000000000018e+02,1.555905140930591758e-16,2.189711587555123629e+02
2.801899999999999977e+02,5.194349982061341755e-16,7.317269590114467519e+02
2.804580000000000268e+02,9.555417433632864054e-16,1.347357095325191949e+03
2.807250000000000227e+02,5.205015998451610849e-16,7.346295204451124619e+02
2.809929999999999950e+02,1.821222298638550145e-16,2.572904561897145186e+02
2.812610000000000241e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.815280000000000200e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.817959999999999923e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.820629999999999882e+02,8.652805796606289570e-17,1.227067049476199116e+02
2.823310000000000173e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.825980000000000132e+02,7.466211473188786276e-17,1.060802629411867883e+02
2.828659999999999854e+02,5.858309502355629602e-16,8.331405609317886274e+02
2.831329999999999814e+02,7.591537165774456515e-16,1.080650926273111736e+03
2.834010000000000105e+02,5.603658361037941296e-16,7.984325707272569161e+02
2.836680000000000064e+02,3.362461667032521529e-16,4.795489070707800465e+02
2.839359999999999786e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.842029999999999745e+02,1.447911724979111140e-16,2.068883137125381211e+02
2.844710000000000036e+02,0.000000000000000000e+00,0.000000000000000000e+00
