# Timestamp Wed May  7 14:21:16 2025
# At the Calibration unit focal plane for flat field calibration mode
# Source is LDLS 100um Core
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
3.700000000000000000e+02,8.853981982954769999e-10,2.708871585224593000e-12,7.768968059873896881e-10,1.647045416638142347e+09,5.039127634656106122e+06,1.445207733611534595e+09
3.710000000000000000e+02,8.893023325468300229e-10,2.720816265435996376e-12,7.803225069159226027e-10,1.658779111990316629e+09,5.075026819893185981e+06,1.455503519687316895e+09
3.720000000000000000e+02,8.947828333523141221e-10,2.737583831637686107e-12,7.851313980783269728e-10,1.673500321805233479e+09,5.120066291449067183e+06,1.468420714354639053e+09
3.730000000000000000e+02,8.990816279062359707e-10,2.750735973171580414e-12,7.889033955422560398e-10,1.686060569175595999e+09,5.158494308662642725e+06,1.479441762379394293e+09
3.740000000000000000e+02,9.042844352776421502e-10,2.766653937629755054e-12,7.934686232971742908e-10,1.700363895393857241e+09,5.202255267338001169e+06,1.491992283122891903e+09
3.750000000000000000e+02,9.093484816378078101e-10,2.782147363432655740e-12,7.979120945513045766e-10,1.714457921639909267e+09,5.245375873741809279e+06,1.504359152623123407e+09
3.760000000000000000e+02,9.120422365324784521e-10,2.790388893747242754e-12,8.002757424306558556e-10,1.724122076099607706e+09,5.274943308441244066e+06,1.512839010326428652e+09
3.770000000000000000e+02,9.164532001075334391e-10,2.803884215868894157e-12,8.041461631288052029e-10,1.737068157066566706e+09,5.314551781712283380e+06,1.524198609851983786e+09
3.780000000000000000e+02,9.190072287978754554e-10,2.811698254524534996e-12,8.063872075941618599e-10,1.746529575090985298e+09,5.343498945250248536e+06,1.532500575518316984e+09
3.790000000000000000e+02,9.221432098618546462e-10,2.821292773705136370e-12,8.091388889019990874e-10,1.757125573341593742e+09,5.375917351605062373e+06,1.541798083930908442e+09
3.800000000000000000e+02,9.245949702891471056e-10,2.828793923095384277e-12,8.112901975997993392e-10,1.766445895977254391e+09,5.404432834470819682e+06,1.549976244785941362e+09
3.810000000000000000e+02,9.273033966758796253e-10,2.837080340770297787e-12,8.136667190487421015e-10,1.776282524552590132e+09,5.434527952908414416e+06,1.558607440711768627e+09
3.820000000000000000e+02,9.309310452793286690e-10,2.848179114454252547e-12,8.168498163474375441e-10,1.787911811446473598e+09,5.470107700962918811e+06,1.568811613095631838e+09
3.830000000000000000e+02,9.354030751821644483e-10,2.861861268715903246e-12,8.207738199816010294e-10,1.801203508269326687e+09,5.510773584304631688e+06,1.580474474876587629e+09
3.840000000000000000e+02,9.401874855710781554e-10,2.876499149592024693e-12,8.249719233398817935e-10,1.815143260227722883e+09,5.553422189257605001e+06,1.592705975678806782e+09
3.850000000000000000e+02,9.437488037843905968e-10,2.887394985762187570e-12,8.280968187263345525e-10,1.826763647345351696e+09,5.588974708488901146e+06,1.602902338912211418e+09
3.860000000000000000e+02,9.483284101041593289e-10,2.901406269560843311e-12,8.321152157926008458e-10,1.840396009553572416e+09,5.630682855960209854e+06,1.614864119134962320e+09
3.870000000000000000e+02,9.510095598243123295e-10,2.909609234403823105e-12,8.344678032023910044e-10,1.850380591513367891e+09,5.661230637075312436e+06,1.623625137452615976e+09
3.880000000000000000e+02,9.547103312712371453e-10,2.920931727080321215e-12,8.377150624834018517e-10,1.862381138930317163e+09,5.697946254937983118e+06,1.634155074125489950e+09
3.890000000000000000e+02,9.575491385668005683e-10,2.929617044526962006e-12,8.402059872729289955e-10,1.872733106598720312e+09,5.729618050884808414e+06,1.643238456758016109e+09
3.900000000000000000e+02,9.602776421821925662e-10,2.937964888387664285e-12,8.426001255804204395e-10,1.882897337612142324e+09,5.760715467426792718e+06,1.652157108981216669e+09
3.910000000000000000e+02,9.648361544293170156e-10,2.951911634971186311e-12,8.466000135536095762e-10,1.896686457425153494e+09,5.802903214045923203e+06,1.664256436900258541e+09
3.920000000000000000e+02,9.688274539862653322e-10,2.964122997021336559e-12,8.501021980887730032e-10,1.909403529223811388e+09,5.841811034853515215e+06,1.675415091255902767e+09
3.930000000000000000e+02,9.730530917535819303e-10,2.977051315713843938e-12,8.538100037868283687e-10,1.922623755953533411e+09,5.882258255784519017e+06,1.687015241268092632e+09
3.940000000000000000e+02,9.771325257242234001e-10,2.989532324584366597e-12,8.573895222770729289e-10,1.935596858397908688e+09,5.921949401137458161e+06,1.698398550915870905e+09
3.950000000000000000e+02,9.797024671954557959e-10,2.997395048317613287e-12,8.596445294867313875e-10,1.945613245561614275e+09,5.952594490122963674e+06,1.707187476859019279e+09
3.960000000000000000e+02,9.813931719396242994e-10,3.002567751457623619e-12,8.611280463022624712e-10,1.953904957707849264e+09,5.977962944078526460e+06,1.714463078610839367e+09
3.970000000000000000e+02,9.842519084390125940e-10,3.011314042208774436e-12,8.636364580652522333e-10,1.964545035949160337e+09,6.010516212955673225e+06,1.723799265218225956e+09
3.980000000000000000e+02,9.857581322390445966e-10,3.015922326775820729e-12,8.649581012102234423e-10,1.972507474264151812e+09,6.034877255187414587e+06,1.730785944100899935e+09
3.990000000000000000e+02,9.866765927512892171e-10,3.018732352353645645e-12,8.657640086988111814e-10,1.979305985458845615e+09,6.055677267919078469e+06,1.736751329667298555e+09
4.000000000000000000e+02,9.879938462942600183e-10,3.022762483316142836e-12,8.669198390045196188e-10,1.986915729098562479e+09,6.078959242465849034e+06,1.743428534951271534e+09
4.010000000000000000e+02,9.899715435545018807e-10,3.028813238696896163e-12,8.686551787506923817e-10,1.995870231097814322e+09,6.106355498830846511e+06,1.751285704771380901e+09
