# Timestamp Wed May  7 14:21:36 2025
# At the Calibration unit focal plane for spectral calibration mode
# Source is Cd
# nm, W/line, W/mm^2/line, W/mm^2/sr/line, photons/s/line, photons/s/mm^2/line, photons/s/mm^2/sr/line
3.261070000000000277e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.407440000000000282e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.468589999999999804e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.611990000000000123e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.677889999999999873e+02,1.493565487306109719e-11,4.569556519342999444e-14,1.310536049039804635e-11,3.512687308906172961e+07,1.074705014895396016e+05,3.082223971062248573e+07
4.798460000000000036e+02,4.924708938870203559e-11,1.506712362379922243e-13,4.321208979633579970e-11,1.188085412509357631e+08,3.634941680435175076e+05,1.042491123198217899e+08
5.086100000000000136e+02,9.758934620055163880e-11,2.985741415018083456e-13,8.563022999997613731e-11,2.495470958826675713e+08,7.634881554008786334e+05,2.189662708913417459e+08
6.437770000000000437e+02,1.407463761637083300e-11,4.306128698332467657e-14,1.234985685608925236e-11,4.555519346784498543e+07,1.393758981913716125e+05,3.997261838734325022e+07
7.635170000000000528e+02,2.008471932190657815e-13,6.144910343511596011e-16,1.762343126559549866e-13,7.709916864004095551e+05,2.358845405101530559e+03,6.765102749931463040e+05
