# Timestamp Tue Jun  3 17:29:50 2025
# At the Calibration unit focal plane for Spectrograph Grid Pinholes calibration mode
# Source is Thorlabs SLS201L QTH
# nm, W/nm, W/mm^2/nm, W/mm^2/sr/nm, photons/s/nm, photons/s/mm^2/nm, photons/s/mm^2/sr/nm
3.700000000000000000e+02,8.300200154083321989e-20,2.539442297528781590e-22,7.283049594157180816e-20,1.544029189045163231e-01,4.723949975292354329e-04,1.354815661054880327e-01
3.710000000000000000e+02,9.761679405872983053e-20,2.986581180936257967e-22,8.565431425200068342e-20,1.820805962583648685e-01,5.570747200238068122e-04,1.597674740447071751e-01
3.720000000000000000e+02,9.004251177919985598e-20,2.754846374100321182e-22,7.900822470501252897e-20,1.684053010651702098e-01,5.152352192887480311e-04,1.477680220727233262e-01
3.730000000000000000e+02,9.470460945344552482e-20,2.897483031161725816e-22,8.309900419755670327e-20,1.776009015894177145e-01,5.433691154466183375e-04,1.558367449255337045e-01
3.740000000000000000e+02,1.050657606473388734e-19,3.214481960156462068e-22,9.219044495764039970e-20,1.975595499351671391e-01,6.044325053285655750e-04,1.733495546212041882e-01
3.750000000000000000e+02,1.074687111043416918e-19,3.288000115334648831e-22,9.429892511785010733e-20,2.026182336054707656e-01,6.199095240072867571e-04,1.777883203579376237e-01
3.760000000000000000e+02,1.148975113822324691e-19,3.515283907235603034e-22,1.008173607994704244e-19,2.172019320247331187e-01,6.645282801008481734e-04,1.905848550055348756e-01
3.770000000000000000e+02,1.194188484631562596e-19,3.653614000625395723e-22,1.047846292485415200e-19,2.263494513353942195e-01,6.925150720139639036e-04,1.986113887717453619e-01
3.780000000000000000e+02,1.186259691290961005e-19,3.629355895033107413e-22,1.040889135543480873e-19,2.254430182543908368e-01,6.897418443049345687e-04,1.978160348091683451e-01
3.790000000000000000e+02,1.271476329365292105e-19,3.890075794748655224e-22,1.115662874708960144e-19,2.422772895070114674e-01,7.412462173000204093e-04,2.125873451557043492e-01
3.800000000000000000e+02,1.258131419624799851e-19,3.849247106737995480e-22,1.103953321003590385e-19,2.403669881636118499e-01,7.354016594069574244e-04,2.109111422731846930e-01
3.810000000000000000e+02,1.388332149072129932e-19,4.247595620496417190e-22,1.218198562341999043e-19,2.659399440907398438e-01,8.136419966863424379e-04,2.333502525149832585e-01
3.820000000000000000e+02,1.456573014657181367e-19,4.456378224854943335e-22,1.278076830236495831e-19,2.797440380085687850e-01,8.558755565080887169e-04,2.454627195326000433e-01
3.830000000000000000e+02,1.488982990928036853e-19,4.555536393424679884e-22,1.306515116078310785e-19,2.867171872928296894e-01,8.772098736458787275e-04,2.515813421106048997e-01
3.840000000000000000e+02,1.558911968891206607e-19,4.769483769591590255e-22,1.367874626104576600e-19,3.009664133002631914e-01,9.208053129829919716e-04,2.640843923701143847e-01
3.850000000000000000e+02,1.630004964107891356e-19,4.986992451020729869e-22,1.430255508534932767e-19,3.155112675623621410e-01,9.653052255620821025e-04,2.768468430296376348e-01
3.860000000000000000e+02,1.696002854303836506e-19,5.188912682822360789e-22,1.488165667143618974e-19,3.291388143596183924e-01,1.006998640306401051e-03,2.888043979474294032e-01
3.870000000000000000e+02,1.723457811656850311e-19,5.272910994531497558e-22,1.512256148372448254e-19,3.353334203676224812e-01,1.025951007985766552e-03,2.942398840724673170e-01
3.880000000000000000e+02,1.736729735851489272e-19,5.313516383611038563e-22,1.523901660567946102e-19,3.387889077478019040e-01,1.036523055224275154e-03,2.972719176975179289e-01
3.890000000000000000e+02,1.813704932334302070e-19,5.549021631894574709e-22,1.591443908115858796e-19,3.547165503660349994e-01,1.085253602215681184e-03,3.112477024922418734e-01
3.900000000000000000e+02,1.909655044045795864e-19,5.842580543257584296e-22,1.675635784117300596e-19,3.744421654991756943e-01,1.145604028089722542e-03,3.285560361014315256e-01
3.910000000000000000e+02,1.938073204812244222e-19,5.929525771238369158e-22,1.700571432703432047e-19,3.809887496639455251e-01,1.165633271269081320e-03,3.343003671126405507e-01
3.920000000000000000e+02,1.947315906673395541e-19,5.957803773712934590e-22,1.708681484845446684e-19,3.837847337435752459e-01,1.174187571289829393e-03,3.367537164702942287e-01
3.930000000000000000e+02,1.966728243136868408e-19,6.017195724984075298e-22,1.725714930615111216e-19,3.885993964569077197e-01,1.188918009008920092e-03,3.409783648726690819e-01
3.940000000000000000e+02,2.028414223177809642e-19,6.205923688132553581e-22,1.779841583414121947e-19,4.018075434550311686e-01,1.229328272058434392e-03,3.525679154676541471e-01
3.950000000000000000e+02,2.123955872593761706e-19,6.498232911041081475e-22,1.863675052256633964e-19,4.218011913899125109e-01,1.290498743017208473e-03,3.701114357171294555e-01
3.960000000000000000e+02,2.161074249709437122e-19,6.611796409647557152e-22,1.896244746525404349e-19,4.302591266389829694e-01,1.316375755766934549e-03,3.775328907109402610e-01
3.970000000000000000e+02,2.207717512648735901e-19,6.754501251222420842e-22,1.937172096578897462e-19,4.406555316850418458e-01,1.348183507659779425e-03,3.866552651291213505e-01
3.980000000000000000e+02,2.228548231971526720e-19,6.818232738119422205e-22,1.955450109047695411e-19,4.459337336976710864e-01,1.364332141664922416e-03,3.912866482659542178e-01
3.990000000000000000e+02,2.226479272792418578e-19,6.811902767331063204e-22,1.953634691102343929e-19,4.466391301378456746e-01,1.366490298725537515e-03,3.919056016841805934e-01
4.000000000000000000e+02,2.226187615287309206e-19,6.811010442578506664e-22,1.953378774855170812e-19,4.476998723554167503e-01,1.369735634505481756e-03,3.928363549231113638e-01
4.010000000000000000e+02,2.327750979290564662e-19,7.121743072685380110e-22,2.042496025433911727e-19,4.692951949198172490e-01,1.435806421391069582e-03,4.117852720960274993e-01
4.020000000000000000e+02,2.434660851779065616e-19,7.448833320126156192e-22,2.136304594984577686e-19,4.920732339945623202e-01,1.505495723826402819e-03,4.317719694237306394e-01
4.030000000000000000e+02,2.458872197786294640e-19,7.522907818318365498e-22,2.157548954209481556e-19,4.982028636037592051e-01,1.524249296522022087e-03,4.371504417025748324e-01
4.040000000000000000e+02,2.570824781924246323e-19,7.865426218115873052e-22,2.255782274772195877e-19,5.221785881837082144e-01,1.597602912075823554e-03,4.581880537998829772e-01
4.050000000000000000e+02,2.588313534337642432e-19,7.918932973115916666e-22,2.271127862686005264e-19,5.270321676253119092e-01,1.612452415340345346e-03,4.624468498681911788e-01
4.060000000000000000e+02,2.713631503821426902e-19,8.302342705941437780e-22,2.381088703370126719e-19,5.539137207398187046e-01,1.694696399503380557e-03,4.860341948558428715e-01
4.070000000000000000e+02,2.752704635943433766e-19,8.421886768211720440e-22,2.415373606596663500e-19,5.632733970985307481e-01,1.723332284898024388e-03,4.942468868199306753e-01
4.080000000000000000e+02,2.820522810763613985e-19,8.629376152181385696e-22,2.474880982495015171e-19,5.785687816951002871e-01,1.770128441473104754e-03,5.076678938451313350e-01
4.090000000000000000e+02,2.865009621110228266e-19,8.765483337284333223e-22,2.513916143096638253e-19,5.891347084133149448e-01,1.802454844117291248e-03,5.169390158504399979e-01
4.100000000000000000e+02,2.976998953544743321e-19,9.108114168320754572e-22,2.612181708624702743e-19,6.136599150092232335e-01,1.877489597290854777e-03,5.384587735224375393e-01
4.110000000000000000e+02,3.050523828121603824e-19,9.333063173109661351e-22,2.676696455017177445e-19,6.303495693101957009e-01,1.928551515408783931e-03,5.531031890457818179e-01
4.120000000000000000e+02,3.125007942695031173e-19,9.560946968115122692e-22,2.742052891048215247e-19,6.473118513777541549e-01,1.980447536884580827e-03,5.679868230828883924e-01
4.130000000000000000e+02,3.214166754725260610e-19,9.833727930337577909e-22,2.820285709259574615e-19,6.673961134748781499e-01,2.041895241442644691e-03,5.856098531544516872e-01
4.140000000000000000e+02,3.231699407183725948e-19,9.887368997317143575e-22,2.835669817474038372e-19,6.726614150699158357e-01,2.058004406681396455e-03,5.902299167593021423e-01
