Wavelength,25LRB,25LRR,25HRB,25HRR,50LRB,50LRR,50HRB,50HRR
570,0.571042788,0.554043629,0,0,0.57218283,0.555149733,0,0
570.5,0.570061641,0.554141515,0,0,0.571484462,0.5555246,0,0
571,0.568548488,0.553718537,0,0,0.570433197,0.555554086,0,0
571.5,0.56605372,0.552333074,0,0,0.568727996,0.554942528,0,0
572,0.562053898,0.549467804,0,0,0.566019283,0.553344392,0,0
572.5,0.556696106,0.545258444,0,0,0.562397496,0.550842695,0,0
573,0.552428579,0.542099668,0,0,0.55951553,0.549054113,0,0
573.5,0.552222235,0.542918519,0,0,0.559382831,0.549958474,0,0
574,0.555892347,0.547555411,0,0,0.561882829,0.553456051,0,0
574.5,0.560064402,0.552701617,0,0,0.564730722,0.557306593,0,0
575,0.563080135,0.556720292,0,0,0.566814746,0.560412721,0,0
575.5,0.564702626,0.559370309,0,0,0.567980556,0.562617286,0,0
576,0.565551178,0.561258453,0,0,0.56864428,0.564328078,0,0
576.5,0.565842828,0.562596108,0,0,0.568945709,0.565681185,0,0
577,0.56577837,0.563580109,0,0,0.56901778,0.566806933,0,0
577.5,0.565509054,0.564359284,0,0,0.56894858,0.567791816,0,0
578,0.56511666,0.565014175,0,0,0.568786844,0.568683693,0,0
578.5,0.564661522,0.565604565,0,0,0.568559805,0.569509359,0,0
579,0.564198688,0.566185124,0,0,0.568305009,0.570305902,0,0
579.5,0.563737168,0.566754157,0,0,0.568019009,0.571058913,0,0
580,0.563289298,0.567332032,0,0,0.567721031,0.571795571,0,0
580.5,0.562834919,0.567901377,0,0,0.567396791,0.572504314,0,0
581,0.56237208,0.568459823,0,0,0.567054471,0.573192901,0,0
581.5,0.561877555,0.568983721,0,0,0.566679954,0.573846857,0,0
582,0.561353824,0.569475422,0,0,0.566280816,0.574473698,0,0
582.5,0.560789084,0.569922837,0,0,0.56584521,0.575061314,0,0
583,0.560201163,0.570343869,0,0,0.565387395,0.575624,0,0
583.5,0.559583742,0.570731924,0,0,0.564894278,0.576148258,0,0
584,0.558957264,0.57110765,0,0,0.564380971,0.576649255,0,0
584.5,0.558313596,0.571462765,0,0,0.563836636,0.57711588,0,0
585,0.55765775,0.571802232,0,0,0.563265535,0.577552254,0,0
585.5,0.556968121,0.572103743,0,0,0.562655109,0.577945275,0,0
586,0.556238034,0.572360366,0,0,0.562009047,0.578298648,0,0
586.5,0.555421342,0.572524288,0,0,0.561299435,0.578583384,0,0
587,0.554515283,0.572592022,0,0,0.560535072,0.578808051,0,0
587.5,0.553488203,0.572530489,0,0,0.55969714,0.578953039,0,0
588,0.552319699,0.572300662,0,0,0.55878929,0.5790043,0,0
588.5,0.550991305,0.571896945,0,0,0.557791843,0.578955508,0,0
589,0.549492852,0.571310784,0,0,0.556702055,0.578806232,0,0
589.5,0.547761,0.570475296,0,0,0.555479654,0.578514023,0,0
590,0.545829176,0.569423842,0,0,0.554143997,0.578098089,0,0
590.5,0.543687658,0.568145855,0,0,0.552682616,0.577545457,0,0
591,0.541334742,0.566638342,0,0,0.551094335,0.576854127,0,0
591.5,0.538856979,0.564991292,0,0,0.549424997,0.576071854,0,0
592,0.53638005,0.563335887,0,0,0.54775505,0.575282539,0,0
592.5,0.534130131,0.561910394,0,0,0.546228146,0.574637631,0,0
593,0.532381937,0.561005419,0,0,0.545030221,0.574333737,0,0
593.5,0.531344215,0.560844062,0,0,0.544302992,0.574522301,0,0
594,0.531212752,0.561637213,0,0,0.544182185,0.575349452,0,0
594.5,0.531910512,0.56330804,0,0,0.544609815,0.576756956,0,0
595,0.53314264,0.56554992,0,0,0.54537777,0.578528767,0,0
595.5,0.534641543,0.568087751,0,0,0.54629337,0.580468496,0,0
596,0.536107101,0.570595746,0,0,0.547165812,0.582365882,0,0
596.5,0.537306406,0.572825558,0,0,0.547866088,0.584083299,0,0
597,0.538136255,0.574665532,0,0,0.548347619,0.585570054,0,0
597.5,0.538507459,0.576018319,0,0,0.548564866,0.586776296,0,0
598,0.538486165,0.576952429,0,0,0.548561241,0.587747209,0,0
598.5,0.538141718,0.577540216,0,0,0.548371468,0.588518907,0,0
599,0.537548133,0.577859685,0,0,0.548031747,0.589129481,0,0
599.5,0.536800418,0.578011745,0,0,0.547574532,0.589613011,0,0
600,0.536046831,0.578155554,0,0,0.547067144,0.59004156,0,0
600.5,0.53538183,0.578393211,0,0,0.546535185,0.590442601,0,0
601,0.534917691,0.578846617,0,0,0.546023003,0.590863927,0,0
601.5,0.534646247,0.579508223,0,0,0.545524971,0.591299777,0,0
602,0.534479511,0.580283445,0,0,0.545012789,0.591719406,0,0
602.5,0.534280938,0.581024612,0,0,0.544430611,0.59206227,0,0
603,0.533846278,0.581508949,0,0,0.543690117,0.592231662,0,0
603.5,0.533039558,0.581586941,0,0,0.542737409,0.592168039,0,0
604,0.531775015,0.581162969,0,0,0.541531445,0.591825515,0,0
604.5,0.530022866,0.580201922,0,0,0.54004357,0.591171321,0,0
605,0.527848762,0.578773259,0,0,0.538279753,0.590210586,0,0
605.5,0.525546314,0.577197266,0,0,0.53638521,0.589101415,0,0
606,0.523407612,0.575794528,0,0,0.534538748,0.588039759,0,0
606.5,0.521739853,0.574940065,0,0,0.532958662,0.587302821,0,0
607,0.520975718,0.575105381,0,0,0.531996964,0.58727174,0,0
607.5,0.521175805,0.576335698,0,0,0.531741242,0.588019352,0,0
608,0.52220515,0.578487236,0,0,0.532112768,0.589462676,0,0
608.5,0.523704981,0.581166214,0,0,0.532865468,0.591331795,0,0
609,0.525214716,0.58386335,0,0,0.533685405,0.593279927,0,0
609.5,0.526424081,0.58623293,0,0,0.534343617,0.595052231,0,0
610,0.52723129,0.588159603,0,0,0.534761467,0.596559988,0,0
610.5,0.527645278,0.589650599,0,0,0.534934624,0.597796539,0,0
611,0.527696471,0.590737618,0,0,0.534869586,0.598767669,0,0
611.5,0.527530775,0.591581954,0,0,0.534647591,0.599562872,0,0
612,0.527240405,0.592285685,0,0,0.534314119,0.600232078,0,0
612.5,0.526906157,0.59293882,0,0,0.533910719,0.600821205,0,0
613,0.526583704,0.593603737,0,0,0.533459595,0.601354746,0,0
613.5,0.526305787,0.594317142,0,0,0.532983271,0.601857517,0,0
614,0.526057294,0.595059391,0,0,0.532480604,0.602325236,0,0
614.5,0.525815994,0.595805127,0,0,0.531951026,0.602756766,0,0
615,0.525536063,0.596504979,0,0,0.53137594,0.60313348,0,0
615.5,0.525167444,0.59710173,0,0,0.530739118,0.603436578,0,0
616,0.52467557,0.597555019,0,0,0.530027543,0.603650401,0,0
616.5,0.524043824,0.597845334,0,0,0.529240511,0.603773874,0,0
617,0.523244406,0.597939682,0,0,0.528360704,0.603786352,0,0
617.5,0.522269464,0.597827905,0,0,0.527389595,0.603688782,0,0
618,0.521088791,0.597474242,0,0,0.526305638,0.603455818,0,0
618.5,0.519737379,0.596917595,0,0,0.525133434,0.603114955,0,0
619,0.518214647,0.596156022,0,0,0.523867598,0.602659198,0,0
619.5,0.516554324,0.59522722,0,0,0.522533679,0.60211725,0,0
620,0.514773505,0.594150001,0,0,0.521137825,0.601495679,0,0
620.5,0.512933669,0.592994834,0,0,0.519724179,0.60084524,0,0
621,0.511091452,0.591826509,0,0,0.518321735,0.600198931,0,0
621.5,0.509322262,0.590732348,0,0,0.516981947,0.599616357,0,0
622,0.507674234,0.589768519,0,0,0.515728054,0.599124696,0,0
622.5,0.506215506,0.589014827,0,0,0.514604443,0.598775903,0,0
623,0.505003057,0.588538504,0,0,0.513636494,0.598600047,0,0
623.5,0.504048447,0.588354271,0,0,0.512831037,0.598605815,0,0
624,0.503338851,0.588448442,0,0,0.512169102,0.5987718,0,0
624.5,0.502871483,0.588818766,0,0,0.511650205,0.599097886,0,0
625,0.502606313,0.589419552,0,0,0.511244187,0.599549412,0,0
625.5,0.50252281,0.590227436,0,0,0.510943813,0.600118145,0,0
626,0.502559194,0.591168175,0,0,0.510712461,0.600758989,0,0
626.5,0.502761885,0.592190753,0,0,0.510623697,0.601450987,0,0
627,0.50298966,0.593239356,0,0,0.510553773,0.602160671,0,0
627.5,0.50321788,0.594285387,0,0,0.510493906,0.602878157,0,0
628,0.50341298,0.595289401,0,0,0.510422471,0.603578173,0,0
628.5,0.503555636,0.596228788,0,0,0.510332103,0.60425238,0,0
629,0.503625216,0.597079311,0,0,0.510207376,0.604882875,0,0
629.5,0.503618277,0.597836711,0,0,0.510047559,0.605468802,0,0
630,0.503521279,0.598485165,0,0.490482733,0.509841789,0.60599772,0,0.496639575
630.5,0.503331771,0.599021492,0,0.492056903,0.509589602,0.606469016,0,0.498174556
631,0.50304169,0.599436172,0,0.49353267,0.509284206,0.606874899,0,0.499657184
631.5,0.502646396,0.599723513,0,0.494904656,0.508924036,0.607213566,0,0.501085608
632,0.502141626,0.599878491,0,0.496167993,0.508505881,0.607481486,0,0.502456537
632.5,0.501539812,0.599915792,0,0.49733411,0.508037886,0.607688449,0,0.503777694
633,0.500847307,0.599842677,0,0.498408384,0.507524334,0.607839457,0,0.505052897
633.5,0.500076592,0.599673771,0,0.499402378,0.506974214,0.60794515,0,0.506290701
634,0.499243863,0.599429142,0,0.500332308,0.506398396,0.608019404,0,0.507502439
634.5,0.498371137,0.599135471,0,0.501220074,0.505811422,0.608080088,0,0.508702891
635,0.497488044,0.598826082,0,0.50209537,0.505233525,0.608149313,0,0.509912583
635.5,0.496630753,0.598542369,0,0.502995111,0.50468591,0.608250492,0,0.511153495
636,0.495835282,0.598333546,0,0.503956555,0.50418864,0.608413698,0,0.512446733
636.5,0.495134164,0.598239643,0,0.505013898,0.503757554,0.608658745,0,0.513809356
637,0.494558594,0.598299238,0,0.506200417,0.503406921,0.609003625,0,0.515257031
637.5,0.494128653,0.598537739,0,0.507538508,0.503141277,0.609454725,0,0.51679572
638,0.493857276,0.5989719,0,0.509043407,0.502961618,0.610014047,0,0.518427708
638.5,0.493742962,0.599601183,0,0.510715747,0.502858514,0.610671105,0,0.520144654
639,0.493777637,0.600416914,0,0.512549211,0.502820835,0.611413137,0,0.521936197
639.5,0.493914943,0.601363952,0,0.514497658,0.502818532,0.612204477,0,0.523772283
640,0.494119206,0.602399626,0,0.516525223,0.502831335,0.613020916,0,0.525632407
640.5,0.494346534,0.603471814,0,0.518587592,0.502833809,0.613832626,0,0.527491054
641,0.494560428,0.604536028,0,0.520646633,0.502808633,0.614618389,0,0.529329899
641.5,0.494653568,0.605546854,0,0.522663073,0.502665021,0.615354344,0,0.531128171
642,0.49460335,0.60647283,0,0.524609369,0.502395646,0.616027589,0,0.532874399
642.5,0.49445134,0.607283506,0,0.526458614,0.50205514,0.616622469,0,0.53455463
643,0.494174796,0.607949751,0,0.528184816,0.501633804,0.617126063,0,0.536157167
643.5,0.493767579,0.608462871,0,0.529779561,0.501129291,0.617534606,0,0.537678185
644,0.493225761,0.608817694,0,0.531237439,0.500541849,0.617848373,0,0.539117359
644.5,0.492541286,0.609003709,0,0.532548336,0.49986663,0.618061146,0,0.540468687
645,0.491714402,0.609018178,0,0.533708869,0.499106342,0.618173546,0,0.541732112
645.5,0.490740291,0.608853781,0,0.534711612,0.498257879,0.618180735,0,0.542902791
646,0.48962156,0.608512336,0,0.535557128,0.497325016,0.61808636,0,0.543983311
646.5,0.488357293,0.607991287,0,0.536242137,0.49630715,0.617888639,0,0.5449715
647,0.486955614,0.607299418,0,0.536773361,0.495211749,0.617595933,0,0.545874136
647.5,0.485419622,0.606438959,0,0.537121034,0.494041652,0.617210536,0,0.546661385
648,0.483768732,0.605432975,0,0.537316727,0.492812376,0.616751028,0,0.547361404
648.5,0.482029745,0.604313796,0,0.537402453,0.491541454,0.61623849,0,0.54800681
649,0.480235211,0.603121204,0,0.537413056,0.490253421,0.615702945,0,0.548624056
649.5,0.478415718,0.601892762,0,0.537381689,0.488970335,0.615171481,0,0.54923719
650,0.476605752,0.600671279,0,0.537346463,0.48772005,0.614678748,0,0.549877217
650.5,0.474826119,0.599482506,0,0.537330502,0.486520902,0.614247527,0,0.550564743
651,0.473091951,0.59835403,0,0.537350961,0.485390115,0.613908419,0,0.551319557
651.5,0.471412586,0.597292867,0,0.537418566,0.484334318,0.613665061,0,0.552149566
652,0.469847241,0.596369771,0,0.537601127,0.483375314,0.613540743,0,0.553080003
652.5,0.468572593,0.595809764,0,0.538102628,0.482566028,0.613603005,0,0.554172505
653,0.467902132,0.596013462,0,0.539287439,0.482005899,0.613978832,0,0.555542942
653.5,0.468063397,0.597274843,0,0.541425918,0.481759329,0.614751612,0,0.5572685
654,0.46876238,0.599223042,0,0.54418655,0.481710913,0.615775265,0,0.559218511
654.5,0.469596156,0.601345171,0,0.547106099,0.481708083,0.616855198,0,0.561217181
655,0.470312765,0.603318177,0,0.549890947,0.481656487,0.617869927,0,0.563154058
655.5,0.470816551,0.605017833,0,0.552426903,0.48151402,0.618764502,0,0.564978648
656,0.471093971,0.6064246,0,0.554694734,0.481272624,0.619527263,0,0.5666797
656.5,0.471148582,0.607540291,0,0.556694665,0.48092836,0.620151194,0,0.568250149
657,0.470992344,0.608377507,0,0.55843685,0.480485141,0.620639287,0,0.569692082
657.5,0.470630167,0.608942022,0,0.559925266,0.479941418,0.620989724,0,0.571003188
658,0.470072302,0.609245083,0,0.561168978,0.479302415,0.621207926,0,0.572187821
658.5,0.469385905,0.609291868,0,0.562166155,0.47863179,0.621293597,0,0.57323961
659,0.468558768,0.6090977,0,0.562934307,0.477911707,0.621255947,0,0.574171083
659.5,0.467562771,0.608676066,0,0.563485179,0.477106368,0.621099978,0,0.574986684
660,0.466421371,0.608056798,0,0.563845422,0.476229425,0.620843205,0,0.575702139
660.5,0.465161708,0.607275483,0,0.564047223,0.475293512,0.620502702,0,0.576332877
661,0.463829378,0.606390911,0,0.564144589,0.474324159,0.620111344,0,0.576909139
661.5,0.462486638,0.605484547,0,0.564213012,0.4733523,0.619709801,0,0.577468633
662,0.461211331,0.604658716,0,0.564347954,0.472419799,0.619353276,0,0.578062873
662.5,0.460083711,0.604019569,0,0.56464906,0.471567088,0.619095487,0,0.578742316
663,0.459188203,0.603679293,0,0.565222247,0.470840138,0.6189977,0,0.579564803
663.5,0.458589374,0.603724509,0,0.566150106,0.470272063,0.619104554,0,0.580572934
664,0.458335842,0.604221155,0,0.567496292,0.469889934,0.619452839,0,0.581802186
664.5,0.458450315,0.605201557,0,0.569293197,0.469701464,0.620054231,0,0.583264619
665,0.458938963,0.606676253,0,0.57155285,0.469705592,0.620908772,0,0.58496138
665.5,0.459749144,0.608577879,0,0.574213809,0.469870918,0.621976247,0,0.586855622
666,0.46076064,0.610749189,0,0.577129286,0.470143022,0.623185759,0,0.588881261
666.5,0.461825138,0.612994931,0,0.580115618,0.470452473,0.624446263,0,0.590952733
667,0.462842131,0.615181994,0,0.583046926,0.470751505,0.625694659,0,0.593010444
667.5,0.46375277,0.617232389,0,0.585848906,0.471004814,0.626884507,0,0.595010257
668,0.464533049,0.61911381,0,0.58849025,0.471196507,0.62799464,0,0.596931803
668.5,0.465167857,0.620805771,0,0.590950733,0.471312511,0.62900633,0,0.598756921
669,0.465658518,0.622309738,0,0.593230954,0.471351486,0.629917865,0,0.600483575
669.5,0.466006853,0.623627601,0,0.595331993,0.471309874,0.6307243,0,0.602106696
670,0.46622655,0.624773976,0,0.597270476,0.471194094,0.631430809,0,0.603634266
670.5,0.46632806,0.625766106,0,0.599058736,0.471005806,0.632043178,0,0.605067905
671,0.466318701,0.626629992,0,0.600721062,0.470742591,0.632574729,0,0.606420005
671.5,0.466220083,0.627382997,0,0.602273599,0.470416216,0.63302965,0,0.607694259
672,0.4660554,0.628050966,0,0.603740742,0.470040652,0.633421447,0,0.608903345
672.5,0.465834118,0.628646412,0,0.605134194,0.469617669,0.633752341,0,0.610049155
673,0.465568429,0.629185762,0,0.606469503,0.469154524,0.634032139,0,0.611140904
673.5,0.465257554,0.629667884,0,0.607745353,0.468648916,0.634257668,0,0.612175339
674,0.464901868,0.630093271,0,0.608961997,0.468103449,0.634432455,0,0.613155659
674.5,0.464488948,0.630444946,0,0.610102791,0.467511066,0.634546827,0,0.61407232
675,0.46401014,0.630711084,0,0.611221121,0.466870642,0.634599254,0,0.61498914
675.5,0.463447173,0.630866573,0,0.612250705,0.466172199,0.634576009,0,0.615850683
676,0.462789421,0.630896536,0,0.613155862,0.465413139,0.634473313,0,0.616632061
676.5,0.462019247,0.630776594,0,0.613912351,0.464582765,0.634276464,0,0.617318649
677,0.46112849,0.630495178,0,0.614508288,0.463678563,0.633981861,0,0.617906561
677.5,0.460102717,0.63003205,0,0.614923268,0.462690324,0.633575336,0,0.618381583
678,0.458937983,0.629380816,0,0.615150311,0.461617013,0.633054798,0,0.618741223
678.5,0.457625111,0.628528674,0,0.615176136,0.460450775,0.632409604,0,0.618974619
679,0.456169065,0.627481235,0,0.615005441,0.45919588,0.631644756,0,0.619086181
679.5,0.454575239,0.626245491,0,0.614644315,0.45785387,0.630762296,0,0.619077446
680,0.452871463,0.624859005,0,0.61412894,0.456444154,0.629788501,0,0.618973787
680.5,0.451097049,0.623375845,0,0.613511945,0.454991182,0.628757188,0,0.618808138
681,0.449323588,0.621894509,0,0.612890045,0.453544069,0.627735943,0,0.6186469
681.5,0.44763765,0.620535256,0,0.612381955,0.452159515,0.626803667,0,0.618568004
682,0.446147345,0.619448792,0,0.612137121,0.450911822,0.626063983,0,0.618674229
682.5,0.444945525,0.61876563,0,0.612285811,0.449862604,0.62560359,0,0.619052162
683,0.444099338,0.61858168,0,0.612924686,0.449058915,0.625489827,0,0.619769658
683.5,0.443614153,0.618906709,0,0.614065441,0.448503604,0.625728209,0,0.620833582
684,0.443445153,0.619680755,0,0.615650531,0.448168385,0.626281112,0,0.622207961
684.5,0.443496183,0.620771767,0,0.617550366,0.447987772,0.627058746,0,0.62380472
685,0.443660941,0.622032578,0,0.619619599,0.447892132,0.627964899,0,0.625528907
685.5,0.44383269,0.623314141,0,0.621710229,0.44780922,0.62889874,0,0.627280457
686,0.443934016,0.624507912,0,0.623713927,0.447688852,0.62979006,0,0.628989359
686.5,0.443908168,0.625533858,0,0.62555031,0.447492124,0.630584194,0,0.63060078
687,0.443730628,0.626356413,0,0.627183113,0.447203289,0.631258314,0,0.632091485
687.5,0.443391463,0.626961012,0,0.628596944,0.446813147,0.631799316,0,0.633447873
688,0.442902334,0.627354964,0,0.62980639,0.44632745,0.632206515,0,0.634676899
688.5,0.442280895,0.627569308,0,0.63083508,0.445752565,0.632495395,0,0.635786801
689,0.441556605,0.627646477,0,0.631723662,0.44510303,0.632687509,0,0.63679744
689.5,0.440757339,0.627625696,0,0.632511101,0.444390346,0.632798993,0,0.637724666
690,0.439912228,0.62754803,0,0.633238423,0.443628675,0.632849654,0,0.63858812
690.5,0.439040893,0.627441718,0,0.633933909,0.442826761,0.632852174,0,0.639400348
691,0.43815553,0.627323997,0,0.634614854,0.441991903,0.632816678,0,0.640171371
691.5,0.437256842,0.62719625,0,0.635282582,0.441126201,0.632746415,0,0.640904304
692,0.436337656,0.627048045,0,0.635926444,0.440229072,0.632640285,0,0.641597864
692.5,0.435385833,0.62686216,0,0.636528842,0.439298161,0.632495073,0,0.642248618
693,0.434385833,0.626616239,0,0.637066872,0.438328835,0.632304153,0,0.642849649
693.5,0.433324792,0.626291299,0,0.637520953,0.437318712,0.632063776,0,0.643396933
694,0.432188329,0.625866413,0,0.637869431,0.436262509,0.631766371,0,0.643882539
694.5,0,0.625329949,0,0.63810003,0,0.631411347,0,0.644305619
695,0,0.624667076,0,0.638197156,0,0.63099241,0,0.644659495
695.5,0,0.623875062,0,0.638157518,0,0.630513045,0,0.644947464
696,0,0.622945239,0,0.637971735,0,0.629968546,0,0.645164456
696.5,0,0.621879914,0,0.637641645,0,0.629365536,0,0.645316991
697,0,0.620689836,0,0.637177761,0,0.628707188,0,0.645408085
697.5,0,0.619402047,0,0.636607404,0,0.628011637,0,0.645456146
698,0,0.618039341,0,0.635953656,0,0.627285817,0,0.645468147
698.5,0,0.616653414,0,0.635269483,0,0.626557857,0,0.64547293
699,0,0.615291773,0,0.634603786,0,0.625843411,0,0.645486606
699.5,0,0.614028234,0,0.634032858,0,0.625178536,0,0.645546429
700,0,0.612920168,0,0.633616338,0,0.624580754,0,0.645670661
700.5,0,0.612032584,0,0.633422043,0,0.624079926,0,0.645890418
701,0,0.611394858,0,0.633481167,0,0.623682572,0,0.646212768
701.5,0,0.611025029,0,0.633813277,0,0.623400732,0,0.646650533
702,0,0.610892741,0,0.634387756,0,0.623215752,0,0.647184711
702.5,0,0.610961455,0,0.635167412,0,0.623118013,0,0.647805606
703,0,0.611162367,0,0.636081294,0,0.62307382,0,0.648478413
703.5,0,0.611441438,0,0.637073512,0,0.623066129,0,0.649185519
704,0,0.611733911,0,0.638076746,0,0.62306279,0,0.649893476
704.5,0,0.611998208,0,0.63904758,0,0.623050675,0,0.650588549
705,0,0.612196916,0,0.639946765,0,0.623009159,0,0.651249108
705.5,0,0.612321647,0,0.640765255,0,0.622938568,0,0.651875354
706,0,0.612368109,0,0.641490588,0,0.622838003,0,0.6524584
706.5,0,0.61234122,0,0.642092823,0,0.622711392,0,0.652966848
707,0,0.612244558,0,0.642606489,0,0.622557401,0,0.653430758
707.5,0,0.61210163,0,0.643064018,0,0.622391407,0,0.65387429
708,0,0.611935096,0,0.643489111,0,0.622224711,0,0.654309304
708.5,0,0.611779614,0,0.643918189,0,0.622078129,0,0.654757716
709,0,0.611668216,0,0.644386091,0,0.621969024,0,0.655237885
709.5,0,0.61163789,0,0.644931954,0,0.621918282,0,0.655771951
710,0,0.611719625,0,0.645588717,0,0.621941863,0,0.65637693
710.5,0,0.611944891,0,0.646389936,0,0.622056207,0,0.657070396
711,0,0.612325354,0,0.647348337,0,0.622265572,0,0.657857103
711.5,0,0.612842186,0,0.648444411,0,0.622555569,0,0.65872208
712,0,0.613473715,0,0.649655562,0,0.622912939,0,0.659651498
712.5,0,0.614181017,0,0.650940819,0,0.623313109,0,0.660619483
713,0,0.614923192,0,0.652256979,0,0.623734686,0,0.661603444
713.5,0,0.61564577,0,0.653546283,0,0.624146803,0,0.662570659
714,0,0.616298988,0,0.654755793,0,0.624527342,0,0.663497593
714.5,0,0.616819171,0,0.655817613,0,0.624844328,0,0.664350161
715,0,0.61714934,0,0.656670771,0,0.625076931,0,0.665106035
715.5,0,0.617219838,0,0.657240622,0,0.625193757,0,0.665731574
716,0,0.61696997,0,0.657461864,0,0.625172304,0,0.666202519
716.5,0,0.616580423,0,0.657526434,0,0.625070315,0,0.666580125
717,0,0.616403725,0,0.657810234,0,0.625010602,0,0.666995273
717.5,0,0.616597768,0,0.658482381,0,0.625040299,0,0.667498401
718,0,0.617002297,0,0.659372449,0,0.62510912,0,0.668035975
718.5,0,0.617330083,0,0.660173732,0,0.625112875,0,0.668496661
719,0,0.617400954,0,0.660693247,0,0.624993839,0,0.668818547
719.5,0,0.617158351,0,0.660869878,0,0.624724394,0,0.668971802
720,0,0.616625787,0,0.660728166,0,0.624314137,0,0.668966402
720.5,0,0.615794296,0,0.660257912,0,0.62374337,0,0.668780952
721,0,0.614710165,0,0.6595082,0,0.623028301,0,0.668432535
721.5,0,0.61338841,0,0.65849468,0,0.622162312,0,0.667913782
722,0,0.611850443,0,0.657239932,0,0.621150804,0,0.66723023
722.5,0,0.610104739,0,0.655752702,0,0.619984857,0,0.66637205
723,0,0.608189324,0,0.654073555,0,0.618682753,0,0.665358649
723.5,0,0.606146762,0,0.652248041,0,0.61726211,0,0.664208782
724,0,0.604074179,0,0.650380577,0,0.615787417,0,0.662991715
724.5,0,0.602122872,0,0.648634253,0,0.614357861,0,0.661814343
725,0,0.600607812,0,0.647351158,0,0.613198121,0,0.66092133
725.5,0,0.599759331,0,0.646778102,0,0.612482119,0,0.660498307
726,0,0.599736298,0,0.647087663,0,0.61234103,0,0.660687584
726.5,0,0.600508214,0,0.64824829,0,0.61277612,0,0.661491488
727,0,0.601871424,0,0.650041298,0,0.613683701,0,0.662798953
727.5,0,0.603439887,0,0.652050442,0,0.614841202,0,0.664370198
728,0,0.604738936,0,0.653814758,0,0.615985994,0,0.665974538
728.5,0,0.605146626,0,0.654708365,0,0.61679531,0,0.66731108
729,0,0.604345928,0,0.654289682,0,0.617096365,0,0.668093828
729.5,0,0.603049171,0,0.65332776,0,0.617115266,0,0.668566601
730,0,0.602595727,0,0.653273548,0,0.617317271,0,0.669233162
730.5,0,0.603711561,0,0.654916424,0,0.617955997,0,0.670369028
731,0,0.606166004,0,0.658009344,0,0.61897027,0,0.671908716
731.5,0,0.608942229,0,0.661450589,0,0.620019798,0,0.673483363
732,0,0.61123056,0,0.664360714,0,0.620845011,0,0.674810884
732.5,0,0.612787315,0,0.666473615,0,0.621367086,0,0.67580506
733,0,0.613827748,0,0.668022004,0,0.621680549,0,0.676568122
733.5,0,0.614457943,0,0.669120324,0,0.621822167,0,0.677139671
734,0,0.614783276,0,0.669882549,0,0.621837569,0,0.677569075
734.5,0,0.614870965,0,0.670381346,0,0.621748237,0,0.677879496
735,0,0.614776822,0,0.670677132,0,0.621581043,0,0.678100045
735.5,0,0.614499212,0,0.670767764,0,0.621332086,0,0.678226311
736,0,0.614014755,0,0.670627358,0,0.620999963,0,0.678256607
736.5,0,0.613316434,0,0.670247859,0,0.620580435,0,0.678186144
737,0,0.61241248,0,0.66963788,0,0.620082079,0,0.678024146
737.5,0,0.611327083,0,0.668823521,0,0.619508827,0,0.677774773
738,0,0.61013249,0,0.667883556,0,0.618890245,0,0.677470261
738.5,0,0.608921879,0,0.666919867,0,0.618253656,0,0.677140468
739,0,0.60790121,0,0.666158145,0,0.617672173,0,0.676865488
739.5,0,0.607216444,0,0.665758779,0,0.617192223,0,0.676696332
740,0,0.60693839,0,0.665800036,0,0.616842403,0,0.676664552
740.5,0,0.607063074,0,0.666278254,0,0.616616836,0,0.676763925
741,0,0.607541598,0,0.66714041,0,0.616502743,0,0.676980628
741.5,0,0.608266063,0,0.668268534,0,0.616458635,0,0.677269263
742,0,0.609109674,0,0.669523636,0,0.61644366,0,0.677585037
742.5,0,0.609911624,0,0.670729043,0,0.616400264,0,0.677864698
743,0,0.610605043,0,0.671811091,0,0.616308659,0,0.678086429
743.5,0,0.611145449,0,0.672720625,0,0.616149078,0,0.678228388
744,0,0.611517646,0,0.673440656,0,0.61591953,0,0.67828828
744.5,0,0.611708214,0,0.673956127,0,0.615610717,0,0.678255752
745,0,0.611696276,0,0.674243745,0,0.615215509,0,0.67812283
745.5,0,0.61150002,0,0.674323265,0,0.614735688,0,0.677891353
746,0,0.611147959,0,0.674225871,0,0.614184648,0,0.677575983
746.5,0,0.610641678,0,0.673953095,0,0.613557993,0,0.677171774
747,0,0.609993338,0,0.673518154,0,0.6128624,0,0.676686
747.5,0,0.609203595,0,0.672906942,0,0.612093489,0,0.676099027
748,0,0.608252349,0,0.672094947,0,0.611241223,0,0.675397535
748.5,0,0.607171784,0,0.671136274,0,0.610318002,0,0.67461394
749,0,0.60597705,0,0.670047535,0,0.609333479,0,0.673758842
749.5,0,0.604671762,0,0.668832381,0,0.608286917,0,0.672831134
750,0,0.603270842,0,0.667506957,0,0.607188651,0,0.671841932
750.5,0,0.601773243,0,0.666070508,0,0.606036024,0,0.670788751
751,0,0.600201369,0,0.664547758,0,0.604844766,0,0.669688963
751.5,0,0.598584731,0,0.662971328,0,0.60363004,0,0.668559335
752,0,0.596947245,0,0.661367696,0,0.602408264,0,0.667418048
752.5,0,0.595305239,0,0.659754952,0,0.601187935,0,0.666274528
753,0,0.593683899,0,0.658161038,0,0.59998628,0,0.66514789
753.5,0,0.592124093,0,0.656631318,0,0.598828797,0,0.664066446
754,0,0.590643892,0,0.65518592,0,0.597725805,0,0.663041701
